Index,Word,log freq,nr. of tokens,tokens,word score
1396,congratulate,7.921898411023797,4,con_##gra_##tu_##late,-52.4300012588501
1397,congratulation,7.632885505395133,4,con_##gra_##tu_##lation,-51.1152925491333
1398,congratulations,6.961296045910167,2,con_##gratulations,-28.15973472595215
1399,congregated,6.70808408385307,4,con_##g_##re_##gated,-50.18765068054199
1400,congress,9.638740451366845,1,congress,-14.717656135559082
1401,conjecture,8.932080438103307,1,conjecture,-13.807827949523926
1402,conjuncture,7.195937226475569,3,con_##junct_##ure,-39.50334167480469
1403,conjuration,7.999342952713282,3,con_##ju_##ration,-39.8827486038208
1404,conjurer,7.142036574706803,3,con_##jure_##r,-33.999505043029785
1405,connect,10.773105876211853,1,connect,-13.650616645812988
1406,connected,8.470939806898775,1,connected,-11.85721206665039
1407,connection,9.922162092800937,1,connection,-12.70888900756836
1408,connections,8.782783017393202,1,connections,-13.4199857711792
1409,conquer,10.24252791726305,1,conquer,-14.496099472045898
1410,conquered,8.015987811027237,1,conquered,-14.524152755737305
1411,conquerin,7.584264818389059,2,conquer_##in,-28.41412353515625
1412,conscience,9.601368432286575,1,conscience,-14.022931098937988
1413,consciences,7.88193748927207,2,conscience_##s,-24.58939743041992
1414,conscious,10.01104066270085,1,conscious,-14.345449447631836
1415,consciousness,9.58045460278142,1,consciousness,-14.0841646194458
1416,consecrated,7.601402334583733,1,consecrated,-12.871026992797852
1417,conseil,9.155989777226102,3,con_##sei_##l,-33.93137454986572
1418,consent,10.815910815383791,1,consent,-13.973737716674805
1419,consequence,10.01935764857854,1,consequence,-13.75629711151123
1420,consequences,9.493261127326251,1,consequences,-12.493130683898926
1421,consequent,9.516721521860449,3,con_##se_##quent,-36.6495885848999
1422,consequently,6.923628628138427,1,consequently,-14.575511932373049
1423,conservation,8.738254576526122,1,conservation,-13.70223903656006
1424,consid'ble,5.8888779583328805,6,con_##si_##d_'_b_##le,-44.836955070495605
1425,consider,11.878158682190517,1,consider,-12.246039390563965
1426,considerable,8.687273461787838,1,considerable,-12.745877265930176
1427,considerably,8.53660358493606,1,considerably,-13.79500961303711
1428,considerate,7.701652362642226,2,consider_##ate,-28.132996559143063
1429,considerations,9.22808205345234,1,considerations,-13.634763717651367
1430,considered,9.99104044954399,1,considered,-11.553099632263184
1431,considering,7.937017489515454,1,considering,-13.062808990478516
1432,consistently,7.013915474810528,1,consistently,-14.990316390991213
1433,consolation,8.525359754082631,2,con_##solation,-28.217369079589844
1434,console,8.83811659764782,1,console,-13.851972579956056
1435,conspicuous,8.166216268592143,1,conspicuous,-14.246256828308104
1436,conspiracy,8.831127635012084,1,conspiracy,-13.589118957519531
1437,constancy,7.162397497355718,3,con_##stan_##cy,-39.15472412109375
1438,constant,10.575053525062469,1,constant,-12.305282592773438
1439,constantine,6.363028103540465,2,constant_##ine,-28.407835960388184
1440,constitute,8.790877754224164,1,constitute,-13.15163803100586
1441,constituted,7.993282328101591,1,constituted,-12.851896286010742
1442,constitutes,6.71295620067707,1,constitutes,-13.415528297424316
1443,constitution,10.6684901701965,1,constitution,-13.216796875
1444,constrained,7.466799475018602,3,con_##stra_##ined,-40.807190895080566
1445,constrainedly,5.963579343618446,4,con_##stra_##ined_##ly,-47.67028045654297
1446,constructed,8.742733867330168,1,constructed,-12.274629592895508
1447,construction,10.119445348035612,1,construction,-12.029889106750488
1448,consult,10.652566005416872,1,consult,-13.531255722045898
1449,consultation,8.568836424568076,1,consultation,-14.057498931884766
1450,consulted,8.211754397375197,1,consulted,-14.054609298706056
1451,consume,10.38251286375232,1,consume,-13.545455932617188
1452,consumed,8.278682162970906,1,consumed,-13.59510612487793
1453,consumer,9.997751730926211,1,consumer,-13.825597763061523
1454,consumer's,4.624972813284271,3,consumer_'_s,-17.304140090942383
1455,consumers,9.089076284483143,1,consumers,-13.705649375915527
1456,consumption,9.5876803163585,1,consumption,-14.275264739990234
1457,contact,10.076263696486553,1,contact,-12.568973541259766
1458,contagion,8.258163361537619,3,con_##tag_##ion,-38.445340156555176
1459,contained,8.30325712085294,1,contained,-12.414718627929688
1460,containers,7.282761179605593,1,containers,-14.128734588623049
1461,contains,7.943782692458625,1,contains,-11.896002769470217
1462,contaminated,6.432940092739179,1,contaminated,-14.106695175170898
1463,contamination,8.199189359078067,1,contamination,-14.419393539428713
1464,contemplated,8.106212902619962,1,contemplated,-14.39100456237793
1465,contemplation,8.750207862525711,4,con_##tem_##p_##lation,-44.14492034912109
1466,contemporary,7.690743163541872,1,contemporary,-13.374212265014648
1467,contempt,10.172636441606745,1,contempt,-13.790634155273438
1468,contemptible,7.468513271496337,2,contempt_##ible,-28.694266319274902
1469,content,11.201892878910195,1,content,-13.08781623840332
1470,contentedly,6.53813982376767,2,content_##edly,-30.445134162902832
1471,contentment,7.500529485395295,2,content_##ment,-27.73081111907959
1472,contents,8.99230873254815,1,contents,-13.25145435333252
1473,contest,10.307451534518025,1,contest,-12.636878967285156
1474,contested,7.687538766201629,1,contested,-12.357481002807615
1475,conti,12.525496814712245,2,con_##ti,-23.943431854248047
1476,continent,10.116903948091757,1,continent,-12.542016983032228
1477,contingency,7.919719760924575,3,con_##ting_##ency,-36.65258312225342
1478,continual,8.601718146485926,3,con_##tin_##ual,-37.90035915374756
1479,continually,7.301147805856032,1,continually,-15.618867874145508
1480,continue,10.658270608129456,1,continue,-11.956167221069336
1481,continued,9.610993923087126,1,continued,-10.704096794128418
1482,continuous,8.990316947998217,1,continuous,-12.87877368927002
1483,continuously,7.122059881629142,1,continuously,-14.750535011291504
1484,contraction,8.832441791585824,1,contraction,-13.642322540283203
1485,contradictions,7.8826922062890254,4,con_##tra_##diction_##s,-39.824649810791016
1486,contrary,9.791438048727503,1,contrary,-13.208318710327148
1487,contrast,9.631481959469356,1,contrast,-13.978060722351074
1488,contrasting,7.221835825288449,1,contrasting,-15.333314895629885
1489,contribute,8.698681067461614,1,contribute,-13.285346031188965
1490,contrite,7.493873886783559,3,con_##tri_##te,-36.53669738769531
1491,contrition,7.804251383528112,3,con_##tri_##tion,-37.52923202514648
1492,contrivance,7.713784616598755,3,con_##tri_##vance,-41.43425464630127
1493,contrived,7.368970402194793,3,con_##tri_##ved,-37.32280254364014
1494,control,11.332769561455455,1,control,-11.661578178405762
1495,controlling,8.078067881815437,1,controlling,-14.034968376159668
1496,convention,10.542468895852291,1,convention,-13.96387767791748
1497,conventional,9.131513591430211,1,conventional,-13.44996452331543
1498,conventionality,6.171700597410915,2,conventional_##ity,-29.777188301086422
1499,conversation,9.669725322073775,1,conversation,-12.294626235961914
1500,conversational,7.8050670442584895,2,conversation_##al,-25.88708019256592
1501,conversations,7.828436359157585,1,conversations,-14.066296577453612
1502,converse,8.806723554725636,2,con_##verse,-23.462225914001465
1503,conversing,7.113956109566034,2,con_##versing,-28.873464584350582
1504,conversion,9.62350906446938,1,conversion,-12.913347244262695
1505,converts,8.175829008714597,1,converts,-14.327596664428713
1506,convexity,6.437751649736401,2,convex_##ity,-30.544276237487797
1507,conveyed,7.739359202689098,1,conveyed,-14.306272506713867
1508,conviction,9.70716848609832,1,conviction,-13.003952026367188
1509,convictions,8.632662441222351,1,convictions,-14.326899528503418
1510,convinced,7.636269603379373,1,convinced,-12.548962593078612
1511,convincing,8.576970395452099,1,convincing,-12.996667861938477
1512,conviviality,6.161207321695077,4,con_##vi_##vial_##ity,-52.20008373260498
1513,convulsion,8.552367266423891,4,con_##vu_##ls_##ion,-49.97711849212647
1514,cook,10.46070045585524,1,cook,-12.930183410644531
1515,cooked,7.0317412587631285,1,cooked,-14.392576217651367
1516,cookery,7.165493475060845,2,cook_##ery,-27.22626781463623
1517,copied,7.365812837209472,1,copied,-13.809813499450684
1518,copper,10.422519412849216,1,copper,-12.527908325195312
1519,copy,10.5506169722625,1,copy,-13.301177024841309
1520,coquetry,6.484635235635252,3,co_##quet_##ry,-34.034616470336914
1521,coral,9.831024380802411,1,coral,-13.339725494384766
1522,coralie,0.0,2,coral_##ie,-27.68065357208252
1523,cordiality,6.5998704992128365,3,cord_##ial_##ity,-39.867435455322266
1524,cordially,6.643789733147672,2,cord_##ially,-31.83034324645996
1525,cormorant,7.1049654482698426,4,co_##rm_##oran_##t,-45.05083179473877
1526,corn,12.118295520885177,1,corn,-13.046875953674316
1527,corner,9.7696132439798,1,corner,-12.758694648742676
1528,corners,8.226305988015508,1,corners,-13.924917221069336
1529,correct,10.890739883347626,1,correct,-12.251151084899902
1530,corrected,8.17948018535889,1,corrected,-12.454773902893066
1531,correctly,8.079308192051961,1,correctly,-13.517206192016602
1532,correlates,6.419994928147142,3,co_##rrel_##ates,-41.31991672515869
1533,correspond,10.63969422255652,1,correspond,-14.441240310668944
1534,corresponding,7.837554360881084,1,corresponding,-13.313465118408203
1535,corridor,7.848933726364071,1,corridor,-13.859951972961426
1536,corruption,9.333442569110169,1,corruption,-12.689964294433594
1537,cost,11.984665086509011,1,cost,-12.290321350097656
1538,costs,10.257132911914496,1,costs,-13.218062400817873
1539,costume,8.453827315794417,1,costume,-13.795692443847656
1540,cottage,8.596928159435091,1,cottage,-13.86699390411377
1541,cotton,10.414213171301784,1,cotton,-13.440781593322754
1542,couch,9.995200360459329,1,couch,-13.01446533203125
1543,could,10.471893167932327,1,could,-9.093297958374023
1544,couldn't,7.631431664576906,3,couldn_'_t,-3.933882713317871
1545,counsel,10.4528509640072,1,counsel,-14.012853622436523
1546,counselled,6.536691597591305,2,counsel_##led,-29.09091186523437
1547,counsels,7.30854279753919,2,counsel_##s,-24.623724937438965
1548,count,13.15798531503375,1,count,-12.814729690551758
1549,countenance,8.442254104751743,3,count_##enan_##ce,-39.72873401641846
1550,counteract,8.685584842676693,2,counter_##act,-28.22948169708252
1551,counterfeited,6.656726524178391,3,counter_##feit_##ed,-34.84052658081055
1552,counterpart,9.332026890232784,1,counterpart,-15.26584815979004
1553,counting,8.269500767180615,1,counting,-13.839277267456056
1554,countries,10.390778393168455,1,countries,-13.064000129699709
1555,country,11.389762986019331,1,country,-11.08745002746582
1556,country's,5.1647859739235145,3,country_'_s,-17.523133277893066
1557,county,10.01449211057904,1,county,-12.86945343017578
1558,couple,9.571365838652174,1,couple,-11.710601806640623
1559,courage,9.440181444738114,1,courage,-12.966604232788086
1560,courageous,7.620214770574455,2,courage_##ous,-27.92358493804932
1561,courant,8.12533508671429,3,co_##ura_##nt,-34.8081636428833
1562,course,10.56599509696396,1,course,-12.00192928314209
1563,court,11.94210709969571,1,court,-13.18896770477295
1564,court's,7.216709486709457,3,court_'_s,-17.13760280609131
1565,courtesy,8.344505083590521,1,courtesy,-14.40519905090332
1566,courtiers,7.347299700743164,2,court_##iers,-30.388760566711422
1567,courts,10.526507289654278,1,courts,-13.90257453918457
1568,courtyard,7.303843225277705,1,courtyard,-13.545282363891602
1569,cousin,9.282568005973063,1,cousin,-13.107014656066896
1570,cousin's,4.454347296253507,3,cousin_'_s,-19.11142921447754
1571,cousins,7.876258882303226,1,cousins,-14.823968887329102
1572,covenanters,6.07993319509559,4,co_##ven_##ante_##rs,-49.428897857666016
1573,cover,11.11765818183851,1,cover,-10.913285255432127
1574,covered,8.941807118363164,1,covered,-10.975655555725098
1575,covering,8.080237416216702,1,covering,-13.008715629577637
1576,covert,9.057888248784506,1,covert,-15.159988403320312
1577,cow,11.689346313443217,1,cow,-13.138298034667969
1578,coward,9.276408971945887,1,coward,-13.874874114990234
1579,cowardly,7.017506142941256,2,coward_##ly,-26.89366149902344
1580,cozier,6.608000625296087,2,co_##zier,-27.7924747467041
1581,cracked,7.180831199044556,1,cracked,-12.882369995117188
1582,cracking,7.385230923066573,1,cracking,-13.783794403076172
1583,cramped,7.095893221097532,1,cramped,-14.669967651367188
1584,crampness,4.418840607796598,4,c_##ram_##p_##ness,-41.80129051208496
1585,crane,8.883085524404578,1,crane,-13.20323371887207
1586,craned,6.218600119691729,2,crane_##d,-26.95417022705078
1587,crasweller,0.0,4,c_##ras_##well_##er,-41.03688335418701
1588,craswellers,0.0,4,c_##ras_##well_##ers,-43.29908275604248
1589,crawl,9.068892008391808,1,crawl,-14.21247673034668
1590,crawling,7.02197642307216,1,crawling,-14.97356128692627
1591,crazy,8.19533366716287,1,crazy,-13.026366233825684
1592,creaked,6.023447592961033,2,c_##reaked,-26.445959091186523
1593,cream,9.901535648810883,1,cream,-13.496582984924316
1594,create,10.218736152705716,1,create,-12.144513130187988
1595,created,9.659120364770292,1,created,-12.059259414672852
1596,creates,7.467371066917559,1,creates,-13.421520233154297
1597,creating,7.417580402414544,1,creating,-13.10395336151123
1598,creation,9.814109741384913,1,creation,-13.181097030639648
1599,creations,7.448333860897476,1,creations,-14.52099609375
1600,creative,8.035278911144667,1,creative,-13.255544662475586
1601,creator,8.686429508661536,1,creator,-14.262543678283691
1602,creature,9.491752831414368,1,creature,-12.835118293762209
1603,creatures,8.700680734850161,1,creatures,-12.54572582244873
1604,credit,11.079014584972365,1,credit,-13.54909324645996
1605,creed,9.03097444300786,2,c_##reed,-26.6977653503418
1606,creek,8.99528899055931,1,creek,-13.192776679992676
1607,creep,9.605957144029531,1,creep,-14.073091506958008
1608,creeping,7.280697195384741,1,creeping,-14.295283317565918
1609,creighton,5.384495062789089,4,c_##re_##ight_##on,-43.14618492126465
1610,crept,7.009408932708637,1,crept,-13.842876434326172
1611,cresswell,3.555348061489413,3,c_##ress_##well,-33.92094421386719
1612,cresswells,0.0,4,c_##ress_##well_##s,-40.38561248779297
1613,crested,7.02108396428914,2,crest_##ed,-27.219388961791992
1614,cried,7.936302693201959,1,cried,-12.975736618041992
1615,cries,7.926963544862978,1,cries,-14.007469177246094
1616,crime,10.568620986640877,1,crime,-13.556821823120115
1617,criminal,10.07483241861645,1,criminal,-13.479059219360352
1618,crimson,8.711113884053544,1,crimson,-13.93254566192627
1619,crisis,9.59533062689496,1,crisis,-13.318017959594728
1620,critias,4.5217885770490405,3,c_##rit_##ias,-37.907880783081055
1621,critically,7.089243155027514,1,critically,-15.287637710571287
1622,criticism,9.659056522078664,1,criticism,-13.24283218383789
1623,crooked,8.439447842791385,1,crooked,-13.623608589172363
1624,crop,10.458090798648009,1,crop,-14.601768493652344
1625,crops,9.189116735524555,1,crops,-13.974791526794434
1626,cross,12.0576132396357,1,cross,-11.20606803894043
1627,crossed,7.630461261783627,1,crossed,-11.671951293945312
1628,crossing,8.634442751466477,1,crossing,-13.116836547851562
1629,crossly,6.1224928095143865,2,cross_##ly,-24.251460075378414
1630,crosstrees,6.025865973825314,3,cross_##tree_##s,-31.736909866333008
1631,crowd,9.76663636978693,1,crowd,-13.05298900604248
1632,crowded,7.459338895220296,1,crowded,-13.25467300415039
1633,crowding,7.267525427828172,2,crowd_##ing,-25.90406036376953
1634,crown,10.5083498182285,1,crown,-13.304485321044922
1635,crowning,7.2875606403097235,2,crown_##ing,-26.45685577392578
1636,crowns,7.971085753505607,2,crown_##s,-23.36618137359619
1637,crucified,7.52456122628536,4,c_##ru_##ci_##fied,-49.70754909515381
1638,crucifix,8.866299565855018,5,c_##ru_##ci_##fi_##x,-63.23647594451904
1639,cruel,10.003016095251027,1,cruel,-13.578874588012695
1640,cruelty,8.307212626628308,1,cruelty,-14.859735488891602
1641,cruising,7.284820912568604,2,c_##ruising,-27.116077423095703
1642,crumble,7.863266724009573,3,c_##rum_##ble,-33.03046798706055
1643,crumbled,6.740519359606223,3,c_##rum_##bled,-34.861660957336426
1644,crush,9.30054663986233,1,crush,-14.666128158569336
1645,crushed,7.614805364711073,1,crushed,-12.349845886230469
1646,cry,11.972209342434416,1,cry,-12.886503219604492
1647,crying,7.947678571301568,1,crying,-13.451963424682615
1648,crystal,10.824984707437652,1,crystal,-12.505738258361816
1649,crystallize,8.121480374750751,3,crystal_##li_##ze,-36.24523830413818
1650,cub,11.289194241010271,2,cu_##b,-25.00260162353516
1651,cuffs,6.60934924316738,1,cuffs,-14.150733947753906
1652,culminating,7.024649030453636,1,culminating,-14.494540214538574
1653,culprit,7.773173680482536,4,cu_##l_##p_##rit,-42.05478858947754
1654,cultivate,8.802672840312818,2,cult_##ivate,-30.68920516967773
1655,cultivating,6.937314081223682,2,cult_##ivating,-31.962646484375
1656,culture,10.71163612579058,1,culture,-13.315725326538086
1657,cumberland's,0.0,5,cum_##ber_##land_'_s,-37.295044898986816
1658,cunning,8.758883680017025,2,cu_##nning,-27.90038108825684
1659,cup,11.686945996724797,1,cup,-12.992734909057615
1660,cupboard,7.962763930168115,2,cup_##board,-27.47740936279297
1661,cups,8.013012110368916,1,cups,-14.577292442321776
1662,curbstone,7.351799869057777,2,curb_##stone,-27.901297569274902
1663,curiosity,8.32069157104845,1,curiosity,-13.953969955444336
1664,curious,8.775703886567738,1,curious,-13.45677661895752
1665,curiously,7.123672785204607,1,curiously,-15.117419242858888
1666,curly,8.164225652265827,1,curly,-13.497518539428713
1667,current,10.170915895960642,1,current,-12.697163581848145
1668,curse,9.366489054466117,1,curse,-13.255939483642578
1669,curtain,8.882946799288174,1,curtain,-13.193647384643556
1670,curtains,6.464588303689961,1,curtains,-13.94788932800293
1671,curve,10.055435808808186,1,curve,-13.243661880493164
1672,curved,7.53689712956617,1,curved,-12.692110061645508
1673,cushioned,6.637258031284457,2,cushion_##ed,-27.25639820098877
1674,custody,8.798907492088226,1,custody,-13.967168807983398
1675,custom,10.933053396853715,1,custom,-13.24297332763672
1676,customarily,6.322565239927284,2,custom_##arily,-32.71925354003906
1677,customer's,4.406719247264253,3,customer_'_s,-15.727564811706545
1678,customs,9.048644632975885,1,customs,-13.834600448608398
1679,cut,11.719923374059755,1,cut,-11.054566383361816
1680,cutters,6.651571873589727,2,cutter_##s,-25.33284568786621
1681,cuttings,6.647688373563329,2,cutting_##s,-23.73625469207764
1682,cymbals,6.424869023905388,4,c_##ym_##bal_##s,-39.26873779296875
1683,cyn,10.33169214761378,2,c_##yn,-23.573461532592773
1684,cynthia,6.635946555686647,3,c_##ynth_##ia,-36.10624694824219
1685,cynthia's,0.0,5,c_##ynth_##ia_'_s,-37.36291551589966
1686,cypress,8.402455513945814,3,c_##y_##press,-31.730650424957275
1687,cyril,6.652863029353347,3,c_##yr_##il,-34.9317102432251
1688,d,17.101582831050262,1,d,-8.325101852416992
1689,d'este,0.0,4,d_'_est_##e,-23.98499584197998
1690,daft,8.576216531865699,2,da_##ft,-25.7109375
1691,daily,9.414668009032752,1,daily,-13.34473705291748
1692,dainty,7.614312146452,3,da_##int_##y,-32.78635120391846
1693,dairy,8.818482267274236,1,dairy,-15.67014503479004
1694,damage,10.72643417063092,1,damage,-12.300453186035156
1695,damaging,7.047517221357296,1,damaging,-13.803752899169922
1696,damask,8.619208116822968,2,dam_##ask,-30.346237182617188
1697,damnable,7.107425474110705,2,damn_##able,-26.056355476379395
1698,damned,8.21851757748959,1,damned,-12.152399063110352
1699,damsel,8.29853954537488,2,dams_##el,-29.50059223175049
1700,dance,10.074874544277304,1,dance,-12.655885696411133
1701,danced,6.86171134048073,1,danced,-14.60489273071289
1702,dancer,8.058960017769417,1,dancer,-13.469919204711914
1703,dancers,6.942156705699469,1,dancers,-14.17088508605957
1704,dances,8.174702882469461,1,dances,-14.865440368652344
1705,dancing,9.14120463314132,1,dancing,-13.142333984375
1706,danes,6.593044534142437,2,da_##nes,-28.04727458953857
1707,danger,10.664713853906669,1,danger,-11.913606643676758
1708,dangerous,9.360655132635053,1,dangerous,-12.32746124267578
1709,dangers,8.379539026117442,1,dangers,-13.991506576538086
1710,dare,9.951038854394351,1,dare,-13.761683464050291
1711,dared,8.063377822367027,1,dared,-14.279640197753906
1712,daring,8.0925452638913,1,daring,-14.670124053955078
1713,dark,11.308603667896609,1,dark,-11.194694519042969
1714,darkened,6.913737350659685,1,darkened,-14.310784339904783
1715,darkness,9.02014792080166,1,darkness,-12.247422218322754
1716,darling,8.252967195000798,1,darling,-13.582452774047852
1717,darted,6.674561391814426,1,darted,-14.252613067626951
1718,data,11.019792400735156,1,data,-11.499995231628418
1719,date,10.841794146967922,1,date,-11.440208435058594
1720,dating,7.241366283322318,1,dating,-13.808874130249023
1721,daughter,10.182330676320705,1,daughter,-11.59300136566162
1722,daughters,8.95712413640568,1,daughters,-12.517273902893066
1723,dauntless,7.503289630675082,3,da_##unt_##less,-35.36207675933838
1724,david,8.502282578680484,2,da_##vid,-30.1904935836792
1725,dawn,9.537627699020325,1,dawn,-13.607389450073242
1726,dawn's,0.0,3,dawn_'_s,-19.10955810546875
1727,day,12.22172943580621,1,day,-10.294489860534668
1728,daylight,7.934513463882263,1,daylight,-13.33816623687744
1729,days,11.000715550182044,1,days,-10.817099571228027
1730,dazed,7.242082359256962,1,dazed,-15.532243728637695
1731,dazzling,7.408530566894626,2,da_##zzling,-26.578965187072757
1732,de,16.048767759072586,1,de,-9.812545776367188
1733,dead,11.25858790018503,1,dead,-11.212427139282228
1734,deaf,9.70503661381229,1,deaf,-13.331780433654783
1735,deal,10.784379060058418,1,deal,-11.92548370361328
1736,dealer,8.812992231969966,1,dealer,-13.847021102905272
1737,dear,10.510559281627843,1,dear,-12.589140892028809
1738,dearest,7.645875825184813,2,dear_##est,-26.104031562805176
1739,dearly,7.769378609513984,2,dear_##ly,-25.55983543395996
1740,dears,6.727431724850855,2,dear_##s,-23.25265598297119
1741,death,11.60157716256479,1,death,-10.544270515441896
1742,debate,10.00011504611972,1,debate,-12.640257835388184
1743,decades,9.343296599224807,1,decades,-13.243484497070312
1744,decanters,6.206575926724928,3,de_##can_##ters,-35.310500144958496
1745,deceit,9.135616825780248,3,de_##ce_##it,-33.64683723449707
1746,deceived,7.665284718471351,2,de_##ceived,-27.71198844909668
1747,deceiving,7.489970898834801,2,de_##ceiving,-28.328937530517575
1748,december,7.208600337960199,3,de_##ce_##mber,-34.84328651428223
1749,decency,7.130098510125578,3,de_##ce_##ncy,-34.38046646118164
1750,deceptive,7.404887575616125,2,de_##ceptive,-27.13092422485352
1751,decide,10.019090435608216,1,decide,-12.477355003356934
1752,decided,8.9641840463529,1,decided,-11.402791976928713
1753,decidedly,6.240275845170769,2,decided_##ly,-23.948853492736816
1754,decision,10.959122748349095,1,decision,-12.805678367614746
1755,deck,10.038499099192006,1,deck,-13.458648681640623
1756,declaration,9.147081032336992,1,declaration,-14.368474006652832
1757,declare,9.949559740638511,1,declare,-14.379855155944824
1758,declared,9.283962511846797,1,declared,-13.196864128112791
1759,declares,7.722234744709607,1,declares,-15.251123428344728
1760,declined,9.087494541977335,1,declined,-12.87291145324707
1761,declining,8.085486772102845,1,declining,-15.0503511428833
1762,decompose,8.26796230533871,3,de_##com_##pose,-37.25056266784668
1763,decorated,6.78897174299217,1,decorated,-13.242130279541016
1764,decorative,7.650168700845001,1,decorative,-13.140375137329102
1765,decree,10.059379572493102,1,decree,-14.47917366027832
1766,decreed,7.691200097522863,2,decree_##d,-26.837522506713867
1767,decrees,8.328692583545568,2,decree_##s,-24.6631498336792
1768,dedalos,0.0,3,de_##dal_##os,-35.711944580078125
1769,dedalus,4.394449154672439,3,de_##dal_##us,-34.38817596435547
1770,deed,10.300550796963453,1,deed,-15.29148292541504
1771,deeds,8.911529941736559,1,deeds,-15.572813034057615
1772,deep,11.099891787362113,1,deep,-11.627208709716797
1773,deepening,6.726233402358747,2,deep_##ening,-26.705123901367188
1774,deeply,8.68609172787805,1,deeply,-12.83454418182373
1775,deer,10.369012417071955,1,deer,-13.925474166870115
1776,defect,10.609921077421808,1,defect,-14.435400009155272
1777,defence,9.377802065863111,1,defence,-13.162267684936523
1778,defendant,10.225534819164793,1,defendant,-14.48327922821045
1779,defended,7.715123603632105,1,defended,-13.343184471130373
1780,defenders,7.6236419465115715,1,defenders,-14.484329223632812
1781,defends,6.835184586147301,2,defend_##s,-23.426392555236816
1782,deference,7.661527081358517,3,def_##ere_##nce,-37.85615348815918
1783,defiance,7.592366128519796,1,defiance,-15.035988807678224
1784,defied,6.655440350367647,2,def_##ied,-27.01923370361328
1785,define,9.768011412973678,1,define,-13.293338775634766
1786,defined,9.360224821513476,1,defined,-13.0491943359375
1787,defines,6.928537818164665,1,defines,-14.21852207183838
1788,definite,8.643649615368796,1,definite,-13.750516891479492
1789,definition,9.758057074325922,1,definition,-13.421058654785156
1790,deformities,6.799055862058796,3,def_##orm_##ities,-40.45177745819092
1791,deftly,6.448889394146858,2,def_##tly,-28.88910675048828
1792,defying,7.0825485693553,2,def_##ying,-26.81319046020508
1793,degree,10.373741150537072,1,degree,-11.800131797790527
1794,degrees,9.18039649560311,1,degrees,-13.000911712646484
1795,deign,8.82981174915805,2,dei_##gn,-31.2172327041626
1796,deigned,6.453624998892692,2,dei_##gned,-32.53990840911865
1797,delaware,6.992096427415888,3,del_##awa_##re,-35.958696365356445
1798,delawares,4.158883083359672,3,del_##awa_##res,-38.723816871643066
1799,delay,10.209942310311192,1,delay,-14.299229621887209
1800,delayed,8.41913925094085,1,delayed,-13.685942649841309
1801,delegated,7.206377291472252,2,delegate_##d,-27.316564559936523
1802,delia,7.704811922932594,2,del_##ia,-26.494543075561523
1803,deliberate,8.424858580213442,1,deliberate,-14.417088508605955
1804,deliberation,8.982686665184087,3,del_##iber_##ation,-41.10995292663574
1805,deliberations,8.036573409707312,3,del_##iber_##ations,-41.94172286987305
1806,deliberative,7.311218384419629,3,del_##iber_##ative,-44.92435646057129
1807,delicacy,7.424761761823209,3,del_##ica_##cy,-39.408823013305664
1808,delicate,9.14141892650976,1,delicate,-13.373510360717772
1809,delicious,8.170751423757535,1,delicious,-13.024002075195312
1810,deliciousness,6.568077911411976,2,delicious_##ness,-26.62137794494629
1811,delight,10.002336916578296,1,delight,-13.879376411437988
1812,delighted,7.756623334538858,1,delighted,-15.5326509475708
1813,delightful,8.384118837190895,2,delight_##ful,-27.189522743225098
1814,delivered,8.877939834725023,1,delivered,-12.440950393676758
1815,delivering,6.806829360392176,1,delivering,-13.975122451782228
1816,delivery,9.561419689557756,1,delivery,-13.672051429748535
1817,della,8.241703159729818,1,della,-13.647872924804688
1818,delusive,7.229113877793302,2,del_##usive,-28.21028614044189
1819,demanded,8.74798740166097,1,demanded,-12.833595275878906
1820,demands,9.557964480394498,1,demands,-12.902366638183594
1821,demeanor,7.899524472032198,1,demeanor,-15.081347465515137
1822,demeanour,7.596392304064196,3,dem_##ean_##our,-38.42954635620117
1823,democratic,8.795733605950735,1,democratic,-14.160931587219238
1824,demonstration,9.234642664499148,1,demonstration,-14.508453369140623
1825,demure,8.148156439921625,2,dem_##ure,-28.87610244750977
1826,demurely,6.285998094508865,3,dem_##ure_##ly,-37.56346035003662
1827,denied,9.624434806782402,1,denied,-12.297212600708008
1828,denies,7.346655163176539,1,denies,-13.587636947631836
1829,denote,8.83927669058535,1,denote,-14.905198097229004
1830,dense,9.313799080344412,1,dense,-12.953529357910156
1831,densely,7.614312146452,1,densely,-15.13300609588623
1832,density,9.028698584086984,1,density,-13.363444328308104
1833,denunciation,7.525639975041535,3,den_##un_##ciation,-40.10628128051758
1834,deny,9.3101857069459,1,deny,-12.614091873168944
1835,depart,11.202493225491926,1,depart,-13.19252586364746
1836,departed,8.364042011922063,1,departed,-12.566079139709473
1837,departing,7.1308988302963465,1,departing,-14.652831077575684
1838,department,10.33792876888081,1,department,-12.152085304260254
1839,departure,8.992681750892542,1,departure,-12.504398345947266
1840,depend,10.999346053007615,1,depend,-13.090190887451172
1841,dependence,8.733594061863055,1,dependence,-14.67762565612793
1842,dependent,9.335650562941629,1,dependent,-13.617358207702637
1843,depends,8.169053149927343,1,depends,-12.59426498413086
1844,deportment,7.40184157874383,3,de_##port_##ment,-33.4440279006958
1845,deposition,8.963032193662675,1,deposition,-15.065561294555664
1846,depraved,7.19668657083435,3,de_##pra_##ved,-34.92233943939209
