Index	Word	Unigram_freq	Unigram_prob
674	medicine	8017087	3.098849702447325e-05
675	memento	129077	4.989221434703071e-07
676	memorized	382389	1.4780506172243487e-06
677	menaced	161759	6.252480845201965e-07
678	mentioned	17272465	6.676336807344343e-05
679	mentor	1078773	4.169788091432971e-06
680	mercenary	343260	1.326805046349215e-06
681	merchant	3318303	1.282625754738606e-05
682	mesmerized	200293	7.741937981367573e-07
683	message	16214874	6.267545490041565e-05
684	messenger	1789515	6.917023633740067e-06
685	meteorologist	56473	2.1828544363595879e-07
686	milkman	61150	2.3636348128023797e-07
687	miller	253605	9.80261008504902e-07
688	milliner	57067	2.205814355882149e-07
689	minister	7111132	2.74867034401194e-05
690	minuteman	3692	1.4270710922103657e-08
691	miscreant	57272	2.2137382338318545e-07
692	miser	164709	6.366507381551385e-07
693	misinformed	102716	3.9702880364972896e-07
694	misled	526907	2.036656955534364e-06
695	misplaced	488630	1.888704625641254e-06
696	mispronounced	27186	1.0508221753204497e-07
697	mission	9909795	3.830439321297622e-05
698	missionary	2484929	9.605011760821267e-06
699	mocked	469889	1.8162649199556787e-06
700	mogul	69233	2.67606752239979e-07
701	molded	790434	3.05526953331584e-06
702	monarch	1279756	4.946648950928409e-06
703	money	46884216	0.00018122185626908642
704	mortician	41689	1.611407550464733e-07
705	mortified	229330	8.864306976614387e-07
706	mother	51381478	0.00019860515148657334
707	movie	6668785	2.5776896786744594e-05
708	musician	1340483	5.181377407636587e-06
709	mystified	195509	7.557021727165666e-07
710	nagged	91956	3.554381076795677e-07
711	named	16345375	6.317988124008127e-05
712	nanny	216337	8.36208772685574e-07
713	necklace	711716	2.751000350659785e-06
714	negotiator	277004	1.070705311014735e-06
715	neighbor	3478622	1.3445939590809878e-05
716	neurologist	171110	6.613925638898041e-07
717	neuroscientist	17442	6.741867277988407e-08
718	newborn	1668483	6.4491978795894575e-06
719	newcomer	486402	1.8800927231671352e-06
720	newsagent	11060	4.27502878652401e-08
721	niece	1076426	4.160716217507138e-06
722	noble	5413702	2.0925616538573786e-05
723	nobleman	515968	1.9943743697334725e-06
724	nomad	126530	4.890772082810877e-07
725	nominee	471819	1.8237249611473524e-06
726	noticed	8698565	3.3622618242721724e-05
727	novel	12119958	4.684735021832004e-05
728	novice	685751	2.650637672140711e-06
729	nun	879425	3.3992470077657122e-06
730	nurse	6916298	2.673361034916676e-05
731	nutritionist	83810	3.239513224218601e-07
732	obeyed	1151173	4.449636268778666e-06
733	octopus	204606	7.908648642816742e-07
734	offended	1336764	5.1670023334439254e-06
735	offender	1227397	4.744265377480299e-06
736	offer	19671686	7.60370921604533e-05
737	ogre	142477	5.507172481171622e-07
738	old	91443998	0.0003534590631146872
739	olympian	3356	1.2971967999615351e-08
740	operative	2195157	8.484954218751976e-06
741	operator	6072863	2.347347571574734e-05
742	opponent	2462960	9.520094846344644e-06
743	oracle	597883	2.311000936684751e-06
744	order	80889812	0.00031266390129883843
745	orderly	1868516	7.2223866980838125e-06
746	organized	12038823	4.653373859029597e-05
747	organizer	667115	2.578603823618413e-06
748	ornament	944088	3.6491893101373232e-06
749	orphan	653962	2.5277634496318396e-06
750	orthodontist	41052	1.586785549225892e-07
751	ousted	251619	9.7258451015948e-07
752	outraged	720242	2.783955952317926e-06
753	outsider	888172	3.4330568421198943e-06
754	overheard	667447	2.579887105315634e-06
755	overseer	388438	1.5014318551354552e-06
756	overwhelmed	1670082	6.455378504390227e-06
757	owner	9835474	3.80171197821957e-05
758	pacifist	292334	1.129960456853264e-06
759	package	5075135	1.961695137476992e-05
760	packed	3631759	1.4037861004265509e-05
761	packrat	7508	2.902071982750657e-08
762	page	27455700	0.00010612469064572085
763	paid	21456113	8.293444911565283e-05
764	painter	2736429	1.0577136299529033e-05
765	painting	7971716	3.081312421156784e-05
766	pair	10357766	4.003593834907744e-05
767	pampered	186953	7.226306118689179e-07
768	panelist	40586	1.5687732217890007e-07
769	paparazzi	38531	1.4893411769760999e-07
770	paper	31067391	0.00012008498268281821
771	paramedic	82298	3.1810697927066274e-07
772	pardoned	311550	1.204236183039381e-06
773	parent	10317938	3.988199092908677e-05
774	parishioner	73904	2.8566159804635664e-07
775	participant	2387774	9.229477925599984e-06
776	partner	8767752	3.389004719087112e-05
777	password	1440784	5.569071496530931e-06
778	pastor	2311131	8.933229253551556e-06
779	pathologist	321386	1.2422553359726994e-06
780	patient	34587778	0.00013369235679195466
781	patriot	566141	2.1883083835727754e-06
782	patrolman	111860	4.3237316461173216e-07
783	patron	1641915	6.346504421361275e-06
784	peddler	180669	6.983410269733331e-07
785	peeved	41186	1.5919650596905775e-07
786	percussionist	26571	1.0270505414713333e-07
787	performer	1040260	4.0209235492490655e-06
788	person	62644601	0.0002421405719668271
789	personal	36946568	0.00014280980267926475
790	persuaded	2591566	1.0017196430539676e-05
791	pessimist	91872	3.551134219489456e-07
792	pestered	76403	2.9532099853236343e-07
793	petrified	260269	1.00601940980092e-06
794	pharmacist	430403	1.663639434725401e-06
795	philosopher	2882128	1.1140307564599342e-05
796	phoned	523302	2.022722526261833e-06
797	photograph	3855232	1.490165260282869e-05
798	photographer	1399215	5.408394578242489e-06
799	physicist	697899	2.6975934132787703e-06
800	picture	20181646	7.800824376983467e-05
801	pill	925484	3.577279151417167e-06
802	pilot	4377013	1.6918495998182474e-05
803	pine	3230780	1.248795434260944e-05
804	pipe	4797462	1.854366017382916e-05
805	pitcher	1159660	4.482441123490446e-06
806	pixie	39316	1.5196838315639962e-07
807	placated	58537	2.2626343587410124e-07
808	placed	24113004	9.320414668134593e-05
809	plagiarist	18952	7.325528531844759e-08
810	plaintiff	5571534	2.15356855651874e-05
811	planner	644747	2.4921446519213344e-06
812	plant	17789856	6.87632427740659e-05
813	playboy	87198	3.370469802236172e-07
814	player	6009576	2.3228852074867825e-05
815	playwright	858684	3.3190766894462777e-06
816	plumber	203590	7.869377130636737e-07
817	poem	9286952	3.589691423062091e-05
818	poet	9011894	3.483373080569892e-05
819	poker	774626	2.994166771057819e-06
820	police	17517803	6.771167459462628e-05
821	policeman	1385762	5.3563946123608365e-06
822	policewoman	45530	1.7598739660979943e-07
823	politician	1595555	6.1673088205084235e-06
824	pollster	48241	1.8646624203499527e-07
825	pop	2768693	1.0701846542538446e-05
826	portrayed	1754845	6.783013463732121e-06
827	posed	2541418	9.823359049358296e-06
828	postal	769255	2.973406210829591e-06
829	postman	142693	5.51552154281619e-07
830	potter	319972	1.236789792840561e-06
831	praised	1918679	7.416282058859946e-06
832	prankster	30133	1.1647327524803616e-07
833	preacher	1886856	7.2932764159363e-06
834	prejudiced	520912	2.0134844441643716e-06
835	prepared	17456009	6.747282185607794e-05
836	presented	22367898	8.645877743583438e-05
837	president	15739526	6.083808927327586e-05
838	president's	218	8.426367770906277e-10
839	pressed	5839239	2.2570447392761007e-05
840	priest	6315235	2.4410317738394174e-05
841	prima	760357	2.9390127152215523e-06
842	principal	13811756	5.338666771468871e-05
843	prison	7608995	2.9411096438984863e-05
844	prisoner	3491921	1.3497344299518723e-05
845	prize	2669633	1.0318949298783411e-05
846	prodigy	175890	6.79868728084727e-07
847	producer	3106781	1.2008660224616502e-05
848	professional	17841997	6.896478371073692e-05
849	professor	5177348	2.0012035929342232e-05
850	profit	9574760	3.700938031108375e-05
851	program	46049150	0.00017799407038423338
852	programmer	972102	3.7574720012997857e-06
853	project	22862358	8.837001679730334e-05
854	promised	7299720	2.8215653827816497e-05
855	promoted	3077317	1.1894772839294492e-05
856	proofreader	39323	1.5199544030061812e-07
857	property	33956856	0.00013125364999986487
858	prostitute	688343	2.6606565461141922e-06
859	protagonist	1013424	3.917194188927946e-06
860	protected	6324299	2.4445352874850824e-05
861	protestor	11947	4.617881456835655e-08
862	provided	33136601	0.00012808311316687187
863	provoked	1386891	5.36075854319265e-06
864	provost	186352	7.203075627724434e-07
865	psychiatrist	1275602	4.930592468487884e-06
866	psychic	2028290	7.839962149564904e-06
867	psychologist	1598045	6.176933433237578e-06
868	pulled	12807564	4.950515803367866e-05
869	pullover	57881	2.237277949301955e-07
870	punched	982558	3.7978876441496006e-06
871	purchased	5801674	2.2425247160965552e-05
872	pursued	3331514	1.2877322109139016e-05
873	pushed	7450059	2.879676011419736e-05
874	puzzled	1630983	6.3042488927046014e-06
875	pyromaniac	7286	2.8162621825148224e-08
876	quack	153064	5.916392460944946e-07
877	quarterback	344123	1.330140805700725e-06
878	question	50933955	0.0001968753380077021
879	questioned	3180157	1.229228094092752e-05
880	quieted	301126	1.1639442299917079e-06
881	quoted	6834335	2.641679824751227e-05
882	rabble-rouser	0	0.0
883	raider	88724	3.429454376632516e-07
884	raised	17711245	6.845938717918576e-05
885	ran	15326029	5.923979670714447e-05
886	rancher	274721	1.061880816693185e-06
887	rated	2115691	8.177793786970858e-06
888	reached	23772576	9.188828818248625e-05
889	reassured	664306	2.567746178174158e-06
890	rebel	1688822	6.527814344769486e-06
891	rebuked	300501	1.161528413543627e-06
892	received	31641993	0.00012230599542313855
893	receptionist	383606	1.482754695012052e-06
894	recharged	71853	2.7773385479033425e-07
895	recited	791311	3.0586594069557873e-06
896	recluse	176741	6.83158103760434e-07
897	recruited	1269868	4.908428802066611e-06
898	redecorated	53931	2.0845983497832404e-07
899	refugee	1010026	3.90405987806302e-06
900	reimbursed	263752	1.0194822717027855e-06
901	relative	18592405	7.186534049341133e-05
902	relaxed	2975422	1.1500917452130961e-05
903	released	7507904	2.9020348758100145e-05
904	relieved	3103051	1.1994242632054355e-05
905	remedy	3194875	1.2349170519300087e-05
906	repaired	1216694	4.702895003970203e-06
907	repairman	83545	3.229270162478738e-07
908	reporter	2783965	1.0760877500610593e-05
909	representative	7774331	3.005017072420072e-05
910	reprimanded	200551	7.751910471665251e-07
911	reproached	251389	9.716954897065862e-07
912	repulsed	353897	1.3679203096423937e-06
913	requested	4213611	1.628689721538356e-05
914	rescheduled	73770	2.851436469998881e-07
915	rescued	1089043	4.209484787307836e-06
916	researcher	2276699	8.80013902644704e-06
917	respected	3055765	1.1811467757552026e-05
918	restrained	1226888	4.742297936564982e-06
919	resuscitated	88727	3.4295703358220236e-07
920	retailer	614707	2.376030850160773e-06
921	revered	602740	2.3297747294660776e-06
922	reviewer	643117	2.4858442026247393e-06
923	revised	3377764	1.3056092526297003e-05
924	revived	1372444	5.30491646283197e-06
925	rewarded	1570056	6.0687473747330385e-06
926	ridiculed	437951	1.6928147668055848e-06
927	right-winger	0	0.0
928	rioter	12211	4.7199255436025936e-08
929	rival	2839788	1.0976650495140547e-05
930	robbed	1058479	4.091345565037204e-06
931	robber	483734	1.8697800859135673e-06
932	rogue	444936	1.7198139314293371e-06
933	rookie	251034	9.703233059640762e-07
934	roommate	469079	1.8131340218389657e-06
935	ruffian	113316	4.3800105060918147e-07
936	run	31948758	0.0001234917361154514
937	sailor	1207897	4.668891904300174e-06
938	salesman	1068194	4.128897015906174e-06
939	saluted	435857	1.6847208153779344e-06
940	sang	3024026	1.1688786800359002e-05
941	sauteed	138650	5.359247208422731e-07
942	saved	7020595	2.7136750202103556e-05
943	saw	48481860	0.00018739723971449091
944	scared	2901149	1.1213829556053657e-05
945	schedule	6200859	2.3968219463089047e-05
946	scholar	2921644	1.1293049009019128e-05
947	school	61969115	0.0002395296116640297
948	schoolgirl	129969	5.023699967050082e-07
949	scientist	2613642	1.0102526932792212e-05
950	scolded	397332	1.535809889518226e-06
951	scorned	371769	1.4370010641385577e-06
952	scoundrel	287065	1.1095941578693624e-06
953	screenwriter	138411	5.350009126325269e-07
954	sculptor	827763	3.199557552820501e-06
955	sealed	2254841	8.715651160971596e-06
956	seaman	420601	1.6257517022068582e-06
957	seamstress	146617	5.667196162692503e-07
958	secretary	6122744	2.36662810601421e-05
959	seeker	359015	1.387702947372439e-06
960	seen	57166138	0.00022096463432586265
961	senator	1325247	5.122485600591849e-06
962	senior	5844449	2.259058563867221e-05
963	sensed	1796771	6.945070296375707e-06
964	sent	28132528	0.0001087408381895956
965	sentry	315093	1.217930963320262e-06
966	sergeant	1522562	5.88516851651679e-06
967	servant	5012348	1.937426038704887e-05
968	service	43335744	0.000167505925032039
969	serviceman	58275	2.2525072561906572e-07
970	shamed	241832	9.347547572356912e-07
971	sharecropper	67088	2.593156701901653e-07
972	shark	712915	2.7556348529337837e-06
973	shaved	604729	2.3374628237304503e-06
974	sheriff	1781713	6.886866513855383e-06
975	ship	14020734	5.4194431698188004e-05
976	shipped	1582121	6.1153822954467935e-06
977	shirt	5338916	2.0636545740355898e-05
978	shocked	2457676	9.499670567765987e-06
979	shoemaker	247044	9.549007337595276e-07
980	shopkeeper	196099	7.57982703443555e-07
981	shot	13160239	5.086835493900176e-05
982	shoved	1146514	4.4316278066480915e-06
983	shrink	1016026	3.927251715964597e-06
984	shuttle	888711	3.435140242224719e-06
985	sighted	825646	3.191374699347561e-06
986	sightseer	12343	4.770947586986063e-08
987	signaled	868386	3.3565778913331276e-06
988	signed	7882047	3.0466526059435094e-05
989	singer	2065354	7.983225862895579e-06
990	sink	3153326	1.2188570907137983e-05
991	sitter	322443	1.2463409647496938e-06
992	skater	104595	4.0429171421923944e-07
993	sketched	754088	2.914781109920721e-06
994	skimmed	248790	9.616495585888866e-07
995	skipper	364918	1.4105198505612738e-06
996	slave	7701122	2.9767195514044626e-05
997	sleuth	61493	2.376892813469448e-07
998	sliced	1468662	5.676828506034291e-06
999	smoked	1372598	5.305511720004777e-06
1000	smuggler	97184	3.75645929104475e-07
1001	sniper	231623	8.95293845046158e-07
1002	snorkeler	2769	1.0703033191577744e-08
1003	snubbed	95096	3.6757516951472626e-07
1004	social	75123481	0.0002903752656590321
1005	socialite	63618	2.4590305727041995e-07
1006	sociologist	585899	2.264679105782668e-06
1007	sociopath	32656	1.2622544308564924e-07
1008	soda	1487896	5.751173807734112e-06
1009	soldier	5392982	2.0845527391687004e-05
1010	songwriter	210238	8.12634269458621e-07
1011	soothed	332561	1.2854501340643863e-06
1012	soothsayer	57766	2.2328328470374862e-07
1013	soprano	539196	2.0841577048631102e-06
1014	sorcerer	271923	1.0510656896184164e-06
1015	souvenir	353708	1.3671897667484942e-06
1016	spanked	78862	3.0482578676569303e-07
1017	speaker	4846944	1.8734923261003464e-05
1018	specialist	2142251	8.280456322748506e-06
1019	speech	17999966	6.957538228431595e-05
1020	spirit	19991406	7.7272907896102e-05
1021	sponsor	1366112	5.280441343233172e-06
1022	sponsored	2584041	9.988110000504782e-06
1023	sportscaster	24149	9.334328224753013e-08
1024	spotted	2148365	8.304088805570213e-06
1025	sprinkled	604660	2.337196117594582e-06
1026	squandered	184351	7.125730848322674e-07
1027	squid	291660	1.1273552403956536e-06
1028	stalked	485254	1.8756553515153001e-06
1029	star	7400552	2.8605400394365132e-05
1030	startled	1971743	7.6213906732614926e-06
1031	stash	149370	5.773608045597572e-07
1032	statesman	870774	3.3658082428179552e-06
1033	station	11304219	4.3694269108654305e-05
1034	statistician	157735	6.096940919008723e-07
1035	steak	927608	3.5854890620343253e-06
1036	steered	503672	1.9468465632605073e-06
1037	stewardess	113658	4.3932298536957135e-07
1038	stockpile	143397	5.542733299287373e-07
1039	stole	1511560	5.8426424164179315e-06
1040	stolen	2564367	9.912063964025512e-06
1041	stonecutter	23594	9.119803724163426e-08
1042	story	37994024	0.00014685854097277044
1043	stranger	3984378	1.5400841452434865e-05
1044	streetwalker	18645	7.206863627915024e-08
1045	striker	91030	3.51858834030091e-07
1046	student	22544305	8.714064452728496e-05
1047	studied	12567233	4.857620510122468e-05
1048	subdued	1030704	3.983986682084487e-06
1049	subject	43726711	0.00016901713224684998
1050	successor	2560160	9.89580262035019e-06
1051	sugar	8936600	3.454269643187203e-05
1052	suit	8446963	3.265009944276963e-05
1053	suitcase	811306	3.1359462067627926e-06
1054	sung	1786053	6.903641943270857e-06
1055	supervised	1146690	4.432308100559871e-06
1056	supervisor	2412936	9.326736763146563e-06
1057	supper	2647387	1.0232961694456997e-05
1058	supplied	5474985	2.1162494105594173e-05
1059	supplier	1531599	5.920099289702882e-06
1060	supported	11799851	4.56100386091267e-05
1061	supremacist	85577	3.307813186838745e-07
1062	surfer	109709	4.240588907240168e-07
1063	surprised	7438202	2.8750929177197526e-05
1064	suspected	4434113	1.713920498887915e-05
1065	swallowed	2027383	7.83645631673545e-06
1066	swimmer	300849	1.1628735401419185e-06
1067	swindled	52335	2.022908060965046e-07
1068	swindler	64698	2.500775880927038e-07
1069	table	34435635	0.00013310427749297805
1070	tailor	877737	3.392722370702735e-06
1071	taken	52142214	0.00020154562915288902
1072	tanner	83850	3.241059346745373e-07
1073	tap	1948625	7.532032521826717e-06
1074	target	10560031	4.081775453127118e-05
1075	taught	11947774	4.618180631544586e-05
1076	taunted	213946	8.269668252817955e-07
1077	taxi-driver	0	0.0
1078	teacher	18091542	6.992935157559508e-05
1079	technician	799423	3.0900147717987194e-06
1080	teenager	972872	3.7604482871638216e-06
1081	tenant	1971583	7.620772224250784e-06
1082	tennis	2204602	8.521462036915375e-06
1083	tenor	1043939	4.0351440111890495e-06
1084	terrified	1465540	5.664761019712837e-06
1085	terrorist	1651627	6.384044276311294e-06
1086	terrorized	149333	5.772177882260307e-07
1087	tested	6088310	2.353318310242495e-05
1088	thanked	1413298	5.462829687103807e-06
1089	the	11785289569	0.04555375421789886
1090	therapist	4236790	1.637649115050367e-05
1091	thief	1344323	5.1962201838935956e-06
1092	thinker	812609	3.1409827008937515e-06
1093	threatened	5621218	2.1727729444237723e-05
1094	thug	123029	4.7554477086551756e-07
1095	tidied	67385	2.604636661662933e-07
1096	tipped	1137568	4.39704877633684e-06
1097	tobacconist	27973	1.0812421360346848e-07
1098	toddler	492151	1.9023143691831627e-06
1099	tolerated	1393554	5.386513079182351e-06
1100	took	64282361	0.00024847101604044154
1101	tormented	580166	2.2425193046677113e-06
1102	tour-guide	0	0.0
1103	tourist	1967790	7.6061111173906705e-06
1104	townsperson	2397	9.265139241679975e-09
1105	trader	951524	3.677931727910011e-06
1106	trained	7029226	2.7170111660924975e-05
1107	trainee	343758	1.3287299688950457e-06
1108	trainer	743026	2.8720230914428472e-06
1109	traitor	749884	2.8985313621643497e-06
1110	translator	913747	3.5319120511753657e-06
1111	transported	1849624	7.149363331144381e-06
1112	trapped	2295139	8.87141527493122e-06
1113	trashcan	20659	7.985336320144622e-08
1114	traveler	1069390	4.133519922261222e-06
1115	traveling	3909838	1.5112721519570943e-05
1116	treated	15618369	6.036978035583564e-05
1117	tree	17438628	6.740563896698339e-05
1118	trespasser	71046	2.7461455259257217e-07
1119	tribesman	41351	1.5983428151135113e-07
1120	tricked	311229	1.2029954197116466e-06
1121	trickster	196046	7.577778422087578e-07
1122	trip	10065119	3.8904768051346974e-05
1123	triumph	3196777	1.2356522331914888e-05
1124	troll	131946	5.100117072935778e-07
1125	trooper	262774	1.0157020021248284e-06
1126	troublemaker	101787	3.9343793408130143e-07
1127	trusted	2621129	1.0131466481187062e-05
1128	turkey	1145841	4.429026455496798e-06
1129	tutored	117330	4.535163901653364e-07
1130	tv	233853	9.039134781329108e-07
1131	tycoon	99228	3.835466152162789e-07
1132	umbrella	1105411	4.272752121103338e-06
1133	uncle	4177704	1.6148105661461577e-05
1134	uncorked	39417	1.5235877909440949e-07
1135	undercharged	4341	1.6779294721790893e-08
1136	undertaker	170214	6.579292494298353e-07
1137	unicyclist	709	2.7405021787030048e-09
1138	union	12262043	4.739655226636097e-05
1139	unlocked	631453	2.440759269744074e-06
1140	unnerved	165175	6.384519708988276e-07
1141	upset	3940096	1.5229677958108595e-05
1142	urologist	58301	2.2535122358330588e-07
1143	vacationer	12559	4.85443820343174e-08
1144	vagabond	150219	5.806424496228302e-07
1145	vagrant	165493	6.396811383076112e-07
1146	valet	389405	1.505169606343926e-06
1147	vandal	27630	1.0679841353676166e-07
1148	vanquished	406981	1.5731062301702786e-06
1149	vehicle	6524197	2.5218019876992394e-05
1150	vendor	1461748	5.65010377815904e-06
1151	verified	1406999	5.438482122613468e-06
1152	veteran	1637329	6.328778126591836e-06
1153	vexed	416227	1.6088448523766087e-06
1154	victor	454661	1.7574040353614764e-06
1155	victory	7363047	2.8460432080948693e-05
1156	villager	140003	5.411544802890786e-07
1157	violinist	290470	1.1227555258785074e-06
1158	virtuoso	235877	9.11736858118376e-07
1159	visited	6518065	2.519431781865698e-05
1160	visitor	2564622	9.913049617136329e-06
1161	vocalist	135855	5.251211896864551e-07
1162	volunteer	2317486	8.957793275195643e-06
1163	vote	9199176	3.555763310334611e-05
1164	voter	994923	3.845682156758434e-06
1165	warden	402565	1.556037037474718e-06
1166	warlord	110041	4.2534217242123744e-07
1167	warmonger	14542	5.6209284460788565e-08
1168	was	1441986556	0.005573719743834192
1169	wash	3716169	1.4364131510477526e-05
1170	wasted	1923344	7.434313712828423e-06
1171	watched	10622865	4.106062718838913e-05
1172	watchman	278736	1.0774000215556568e-06
1173	watered	629322	2.432522301982697e-06
1174	weatherman	36685	1.4179876223655814e-07
1175	wed	548076	2.118481624957444e-06
1176	weighed	1919687	7.420178287627412e-06
1177	welcomed	2032945	7.857955150470211e-06
1178	welder	100235	3.874389786774269e-07
1179	whistle-blower	0	0.0
1180	wholesaler	202969	7.845373578408606e-07
1181	widower	303167	1.171833320184561e-06
1182	wife	35019103	0.00013535956003910427
1183	windbag	17692	6.838499935911644e-08
1184	winemaker	41157	1.590844120858668e-07
1185	winner	1650378	6.379216508721449e-06
1186	wiped	2015174	7.789264791912058e-06
1187	wire	6647149	2.5693267019271507e-05
1188	witness	7633575	2.950610566825499e-05
1189	wizard	732818	2.832566044559631e-06
1190	woman	50400468	0.00019481324733660235
1191	womanizer	42905	1.6584096752785955e-07
1192	won	10431431	4.032067613891405e-05
1193	woodworker	25256	9.762217634037106e-08
1194	wooed	134678	5.205717241514291e-07
1195	word	45718716	0.0001767168417567051
1196	worker	7348353	2.840363526992773e-05
1197	wrecked	601686	2.3257006966080337e-06
1198	wrinkled	852305	3.294419900450584e-06
1199	writer	11830592	4.572886199061543e-05
1200	youngster	668895	2.5854840688625475e-06
1201	youth	10918888	4.2204846760245544e-05
1202	zealot	70403	2.721291606307865e-07
1203	zookeeper	10591	4.093745920260017e-08
