sentence id,ref sentence,PLL score,negative PLL score,nr. of tokens,nr. of words,avg. nr. of tokens,quantile rank
1284-1180-0015,We are traveling replied ojo and we stopped at your house just to rest and refresh ourselves.,-56.51894235610962,56.51894235610962,23,17,1.3529411764705883,2
1284-1180-0016,The woman seemed thoughtful.,-12.077549934387209,12.077549934387209,7,4,1.75,3
1284-1180-0017,At one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate.,-51.05011177062988,51.05011177062988,43,36,1.1944444444444444,0
1284-1180-0018,It takes me several years to make this magic powder but at this moment i am pleased to say it is nearly done you see i am making it for my good wife margolotte who wants to use some of it for a purpose of her own.,-98.67168474197388,98.67168474197388,53,47,1.127659574468085,0
1284-1180-0019,You must know said margolotte when they were all seated together on the broad window seat that my husband foolishly gave away all the powder of life he first made to old mombi the witch who used to live in the country of the gillikins to the north of here.,-177.05896615982056,177.05896615982056,61,50,1.22,1
1284-1180-0020,The first lot we tested on our glass cat which not only began to live but has lived ever since.,-67.23777484893799,67.23777484893799,23,20,1.15,0
1284-1180-0021,I think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us.,-101.20898962020874,101.20898962020874,35,32,1.09375,0
1284-1180-0022,I'm afraid i don't know much about the land of oz.,-37.77233409881592,37.77233409881592,18,11,1.6363636363636365,3
1284-1180-0023,You see i've lived all my life with unc nunkie the silent one and there was no one to tell me anything.,-76.11507606506348,76.11507606506348,29,22,1.3181818181818181,1
1284-1180-0024,That is one reason you are ojo the unlucky said the woman in a sympathetic tone.,-46.27134990692139,46.27134990692139,22,16,1.375,2
1284-1180-0025,I think i must show you my patchwork girl said margolotte laughing at the boy's astonishment for she is rather difficult to explain.,-109.6758337020874,109.6758337020874,32,23,1.391304347826087,2
1284-1180-0026,But first i will tell you that for many years i have longed for a servant to help me with the housework and to cook the meals and wash the dishes.,-42.11865043640137,42.11865043640137,35,31,1.1290322580645162,0
1284-1180-0027,Yet that task was not so easy as you may suppose.,-22.978504180908203,22.978504180908203,14,11,1.2727272727272727,1
1284-1180-0028,A bed quilt made of patches of different kinds and colors of cloth all neatly sewed together.,-42.0461950302124,42.0461950302124,22,17,1.2941176470588236,1
1284-1180-0029,Sometimes it is called a crazy quilt because the patches and colors are so mixed up.,-32.15361976623535,32.15361976623535,20,16,1.25,1
1284-1180-0030,When i found it i said to myself that it would do nicely for my servant girl for when she was brought to life she would not be proud nor haughty as the glass cat is for such a dreadful mixture of colors would discourage her from trying to be as dignified as the blue munchkins are.,-109.67502450942992,109.67502450942992,66,57,1.1578947368421053,0
1284-1180-0031,At the emerald city where our princess ozma lives green is the popular color.,-85.09080839157104,85.09080839157104,18,14,1.2857142857142858,1
1284-1180-0032,I will show you what a good job i did and she went to a tall cupboard and threw open the doors.,-39.355380058288574,39.355380058288574,26,22,1.1818181818181819,0
1284-1181-0000,Ojo examined this curious contrivance with wonder.,-26.711753845214844,26.711753845214844,13,7,1.8571428571428572,3
1284-1181-0001,Margolotte had first made the girl's form from the patchwork quilt and then she had dressed it with a patchwork skirt and an apron with pockets in it using the same gay material throughout.,-81.52576732635498,81.52576732635498,44,34,1.2941176470588236,1
1284-1181-0002,The head of the patchwork girl was the most curious part of her.,-27.497347831726078,27.497347831726078,17,13,1.3076923076923077,1
1284-1181-0003,The hair was of brown yarn and hung down on her neck in several neat braids.,-32.33009910583496,32.33009910583496,21,16,1.3125,1
1284-1181-0004,Gold is the most common metal in the land of oz and is used for many purposes because it is soft and pliable.,-37.79857015609741,37.79857015609741,28,23,1.2173913043478262,1
1284-1181-0005,No i forgot all about the brains exclaimed the woman.,-63.06808042526245,63.06808042526245,13,10,1.3,1
1284-1181-0006,Well that may be true agreed margolotte but on the contrary a servant with too much brains is sure to become independent and high and mighty and feel above her work.,-129.54936933517456,129.54936933517456,37,31,1.1935483870967742,0
1284-1181-0007,She poured into the dish a quantity from each of these bottles.,-29.19681978225708,29.19681978225708,15,12,1.25,1
1284-1181-0008,I think that will do she continued for the other qualities are not needed in a servant.,-65.58200645446777,65.58200645446777,20,17,1.1764705882352942,0
1284-1181-0009,She ran to her husband's side at once and helped him lift the four kettles from the fire.,-17.85798740386963,17.85798740386963,25,18,1.3888888888888888,2
1284-1181-0010,Their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder.,-34.283310890197754,34.283310890197754,25,20,1.25,1
1284-1181-0011,Very carefully the magician removed this powder placing it all together in a golden dish where he mixed it with a golden spoon.,-42.39650249481201,42.39650249481201,26,23,1.1304347826086956,0
1284-1181-0012,No one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard.,-60.921395778656006,60.921395778656006,35,31,1.1290322580645162,0
1284-1181-0013,Ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness.,-85.13809776306152,85.13809776306152,49,42,1.1666666666666667,0
1284-1181-0014,He selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes.,-58.66933584213257,58.66933584213257,30,25,1.2,0
1284-1181-0015,Most people talk too much so it is a relief to find one who talks too little.,-13.938581466674805,13.938581466674805,20,17,1.1764705882352942,0
1284-1181-0016,I am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke.,-49.344719886779785,49.344719886779785,33,29,1.1379310344827587,0
1284-1181-0017,The wizard of oz who used to be a humbug and knew no magic at all has been taking lessons of glinda and i'm told he is getting to be a pretty good wizard but he is merely the assistant of the great sorceress.,-107.82161235809326,107.82161235809326,56,44,1.2727272727272727,1
1284-1181-0018,It truly is asserted the magician.,-35.223846435546875,35.223846435546875,9,6,1.5,2
1284-1181-0019,I now use them as ornamental statuary in my garden.,-10.399822235107422,10.399822235107422,15,10,1.5,2
1284-1181-0020,Dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment.,-73.73059463500977,73.73059463500977,27,19,1.4210526315789473,2
1284-1181-0021,Asked the voice in scornful accents.,-12.80224895477295,12.80224895477295,13,6,2.1666666666666665,3
1284-134647-0000,The grateful applause of the clergy has consecrated the memory of a prince who indulged their passions and promoted their interest.,-55.541000843048096,55.541000843048096,28,21,1.3333333333333333,1
1284-134647-0001,The edict of milan the great charter of toleration had confirmed to each individual of the roman world the privilege of choosing and professing his own religion.,-80.45390892028809,80.45390892028809,37,27,1.3703703703703705,2
1284-134647-0002,But this inestimable privilege was soon violated with the knowledge of truth the emperor imbibed the maxims of persecution and the sects which dissented from the catholic church were afflicted and oppressed by the triumph of christianity.,-74.90643501281738,74.90643501281738,59,37,1.5945945945945945,3
1284-134647-0003,Constantine easily believed that the heretics who presumed to dispute his opinions or to oppose his commands were guilty of the most absurd and criminal obstinacy and that a seasonable application of moderate severities might save those unhappy men from the danger of an everlasting condemnation.,-125.89335536956789,125.89335536956789,61,46,1.326086956521739,1
1284-134647-0004,Some of the penal regulations were copied from the edicts of diocletian and this method of conversion was applauded by the same bishops who had felt the hand of oppression and pleaded for the rights of humanity.,-85.18450927734375,85.18450927734375,48,37,1.2972972972972974,1
1284-134647-0005,They asserted with confidence and almost with exultation that the apostolical succession was interrupted that all the bishops of europe and asia were infected by the contagion of guilt and schism and that the prerogatives of the catholic church were confined to the chosen portion of the african believers who alone had preserved inviolate the integrity of their faith and discipline.,-139.96369075775146,139.96369075775146,84,61,1.3770491803278688,2
1284-134647-0006,Bishops virgins and even spotless infants were subjected to the disgrace of a public penance before they could be admitted to the communion of the donatists.,-51.33546590805054,51.33546590805054,37,26,1.4230769230769231,2
1284-134647-0007,Proscribed by the civil and ecclesiastical powers of the empire the donatists still maintained in some provinces particularly in numidia their superior numbers and four hundred bishops acknowledged the jurisdiction of their primate.,-108.4801435470581,108.4801435470581,43,33,1.303030303030303,1
1320-122612-0000,Since the period of our tale the active spirit of the country has surrounded it with a belt of rich and thriving settlements though none but the hunter or the savage is ever known even now to penetrate its wild recesses.,-115.44357204437256,115.44357204437256,46,41,1.1219512195121952,0
1320-122612-0001,The dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey.,-71.26156044006348,71.26156044006348,37,30,1.2333333333333334,1
1320-122612-0002,After proceeding a few miles the progress of hawkeye who led the advance became more deliberate and watchful.,-60.11805486679077,60.11805486679077,23,18,1.2777777777777777,1
1320-122612-0003,He often stopped to examine the trees nor did he cross a rivulet without attentively considering the quantity the velocity and the color of its waters.,-80.91533279418945,80.91533279418945,34,26,1.3076923076923077,1
1320-122612-0004,Distrusting his own judgment his appeals to the opinion of chingachgook were frequent and earnest.,-60.71230983734131,60.71230983734131,25,15,1.6666666666666667,3
1320-122612-0005,Yet here are we within a short range of the scaroons and not a sign of a trail have we crossed.,-62.85002326965332,62.85002326965332,25,21,1.1904761904761905,0
1320-122612-0006,Let us retrace our steps and examine as we go with keener eyes.,-17.631365299224854,17.631365299224854,19,13,1.4615384615384615,2
1320-122612-0007,Chingachgook had caught the look and motioning with his hand he bade him speak.,-46.80042505264282,46.80042505264282,22,14,1.5714285714285714,3
1320-122612-0008,The eyes of the whole party followed the unexpected movement and read their success in the air of triumph that the youth assumed.,-62.33467531204224,62.33467531204224,26,23,1.1304347826086956,0
1320-122612-0009,It would have been more wonderful had he spoken without a bidding.,-36.52140378952026,36.52140378952026,15,12,1.25,1
1320-122612-0010,See said uncas pointing north and south at the evident marks of the broad trail on either side of him the dark hair has gone toward the forest.,-114.16466665267944,114.16466665267944,32,28,1.1428571428571428,0
1320-122612-0011,If a rock or a rivulet or a bit of earth harder than common severed the links of the clew they followed the true eye of the scout recovered them at a distance and seldom rendered the delay of a single moment necessary.,-129.4827036857605,129.4827036857605,49,43,1.1395348837209303,0
1320-122612-0012,Extinguished brands were lying around a spring the offals of a deer were scattered about the place and the trees bore evident marks of having been browsed by the horses.,-84.20791721343994,84.20791721343994,37,30,1.2333333333333334,1
1320-122612-0013,A circle of a few hundred feet in circumference was drawn and each of the party took a segment for his portion.,-44.04771709442139,44.04771709442139,28,22,1.2727272727272727,1
1320-122612-0014,The examination however resulted in no discovery.,-19.54744434356689,19.54744434356689,10,7,1.4285714285714286,2
1320-122612-0015,The whole party crowded to the spot where uncas pointed out the impression of a moccasin in the moist alluvion.,-59.06936073303223,59.06936073303223,30,20,1.5,2
1320-122612-0016,Run back uncas and bring me the size of the singer's foot.,-56.54973840713501,56.54973840713501,18,12,1.5,2
1320-122617-0000,Notwithstanding the high resolution of hawkeye he fully comprehended all the difficulties and danger he was about to incur.,-53.64991426467896,53.64991426467896,28,19,1.4736842105263157,2
1320-122617-0001,In his return to the camp his acute and practised intellects were intently engaged in devising means to counteract a watchfulness and suspicion on the part of his enemies that he knew were in no degree inferior to his own.,-78.08995866775513,78.08995866775513,50,40,1.25,1
1320-122617-0002,In other words while he had implicit faith in the ability of balaam's ass to speak he was somewhat skeptical on the subject of a bear's singing and yet he had been assured of the latter on the testimony of his own exquisite organs.,-121.75327014923096,121.75327014923096,54,44,1.2272727272727273,1
1320-122617-0003,There was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind.,-44.85166263580322,44.85166263580322,25,22,1.1363636363636365,0
1320-122617-0004,The ingenious hawkeye who recalled the hasty manner in which the other had abandoned his post at the bedside of the sick woman was not without his suspicions concerning the subject of so much solemn deliberation.,-78.75476026535034,78.75476026535034,45,36,1.25,1
1320-122617-0005,The bear shook his shaggy sides and then a well known voice replied.,-35.129220962524414,35.129220962524414,18,13,1.3846153846153846,2
1320-122617-0006,Can these things be returned david breathing more freely as the truth began to dawn upon him.,-61.86090755462647,61.86090755462647,21,17,1.2352941176470589,1
1320-122617-0007,Come come returned hawkeye uncasing his honest countenance the better to assure the wavering confidence of his companion you may see a skin which if it be not as white as one of the gentle ones has no tinge of red to it that the winds of the heaven and the sun have not bestowed now let us to business.,-221.7297735214233,221.7297735214233,70,60,1.1666666666666667,0
1320-122617-0008,The young man is in bondage and much i fear his death is decreed.,-32.589606285095215,32.589606285095215,19,14,1.3571428571428572,2
1320-122617-0009,I greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him.,-88.563241481781,88.563241481781,32,26,1.2307692307692308,1
1320-122617-0010,The task will not be difficult returned david hesitating though i greatly fear your presence would rather increase than mitigate his unhappy fortunes.,-101.64115285873412,101.64115285873412,30,23,1.3043478260869565,1
1320-122617-0011,The lodge in which uncas was confined was in the very center of the village and in a situation perhaps more difficult than any other to approach or leave without observation.,-67.64867687225342,67.64867687225342,35,31,1.1290322580645162,0
1320-122617-0012,Four or five of the latter only lingered about the door of the prison of uncas wary but close observers of the manner of their captive.,-103.25796937942503,103.25796937942503,30,26,1.1538461538461537,0
1320-122617-0013,Delivered in a strong tone of assent announced the gratification the savage would receive in witnessing such an exhibition of weakness in an enemy so long hated and so much feared.,-63.50787734985352,63.50787734985352,40,31,1.2903225806451613,1
1320-122617-0014,They drew back a little from the entrance and motioned to the supposed conjurer to enter.,-28.038942337036133,28.038942337036133,21,16,1.3125,1
1320-122617-0015,But the bear instead of obeying maintained the seat it had taken and growled.,-34.767385482788086,34.767385482788086,18,14,1.2857142857142858,1
1320-122617-0016,The cunning man is afraid that his breath will blow upon his brothers and take away their courage too continued david improving the hint he received they must stand further off.,-125.88804769515993,125.88804769515993,36,31,1.1612903225806452,0
1320-122617-0017,Then as if satisfied of their safety the scout left his position and slowly entered the place.,-39.27631330490112,39.27631330490112,20,17,1.1764705882352942,0
1320-122617-0018,It was silent and gloomy being tenanted solely by the captive and lighted by the dying embers of a fire which had been used for the purposed of cookery.,-75.43479204177856,75.43479204177856,39,29,1.3448275862068966,2
1320-122617-0019,Uncas occupied a distant corner in a reclining attitude being rigidly bound both hands and feet by strong and painful withes.,-87.81121921539307,87.81121921539307,29,21,1.380952380952381,2
1320-122617-0020,The scout who had left david at the door to ascertain they were not observed thought it prudent to preserve his disguise until assured of their privacy.,-71.91586494445801,71.91586494445801,35,27,1.2962962962962963,1
1320-122617-0021,What shall we do with the mingoes at the door they count six and this singer is as good as nothing.,-77.52284049987793,77.52284049987793,26,21,1.2380952380952381,1
1320-122617-0022,The delawares are children of the tortoise and they outstrip the deer.,-37.15989303588867,37.15989303588867,21,12,1.75,3
1320-122617-0023,Uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge.,-63.72531223297119,63.72531223297119,32,26,1.2307692307692308,1
1320-122617-0024,But hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion.,-87.05882740020752,87.05882740020752,28,24,1.1666666666666667,0
1320-122617-0025,So uncas you had better take the lead while i will put on the skin again and trust to cunning for want of speed.,-103.30804443359376,103.30804443359376,29,24,1.2083333333333333,0
1320-122617-0026,Well what can't be done by main courage in war must be done by circumvention.,-46.190046310424805,46.190046310424805,23,15,1.5333333333333334,3
1320-122617-0027,As soon as these dispositions were made the scout turned to david and gave him his parting instructions.,-52.45253276824951,52.45253276824951,23,18,1.2777777777777777,1
1320-122617-0028,My pursuits are peaceful and my temper i humbly trust is greatly given to mercy and love returned david a little nettled at so direct an attack on his manhood but there are none who can say that i have ever forgotten my faith in the lord even in the greatest straits.,-165.44493436813354,165.44493436813354,61,52,1.1730769230769231,0
1320-122617-0029,If you are not then knocked on the head your being a non composser will protect you and you'll then have a good reason to expect to die in your bed.,-76.56667900085449,76.56667900085449,38,31,1.2258064516129032,1
1320-122617-0030,So choose for yourself to make a rush or tarry here.,-37.01159048080444,37.01159048080444,15,11,1.3636363636363635,2
1320-122617-0031,Bravely and generously has he battled in my behalf and this and more will i dare in his service.,-83.8436713218689,83.8436713218689,24,19,1.263157894736842,1
1320-122617-0032,Keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the indians that you are not altogether as responsible as men should be.,-105.9087209701538,105.9087209701538,49,43,1.1395348837209303,0
1320-122617-0033,If however they take your scalp as i trust and believe they will not depend on it uncas and i will not forget the deed but revenge it as becomes true warriors and trusty friends.,-155.59018325805664,155.59018325805664,40,35,1.1428571428571428,0
1320-122617-0034,Hold said david perceiving that with this assurance they were about to leave him i am an unworthy and humble follower of one who taught not the damnable principle of revenge.,-134.98527002334595,134.98527002334595,38,31,1.2258064516129032,1
1320-122617-0035,Then heaving a heavy sigh probably among the last he ever drew in pining for a condition he had so long abandoned he added it is what i would wish to practise myself as one without a cross of blood though it is not always easy to deal with an indian as you would with a fellow christian.,-181.37644863128665,181.37644863128665,67,58,1.1551724137931034,0
1320-122617-0036,God bless you friend i do believe your scent is not greatly wrong when the matter is duly considered and keeping eternity before the eyes though much depends on the natural gifts and the force of temptation.,-154.84289169311523,154.84289169311523,42,37,1.135135135135135,0
1320-122617-0037,The delaware dog he said leaning forward and peering through the dim light to catch the expression of the other's features is he afraid.,-101.69690036773682,101.69690036773682,31,24,1.2916666666666667,1
1320-122617-0038,Will the hurons hear his groans.,-50.46314716339111,50.46314716339111,12,6,2.0,3
1320-122617-0039,The mohican started on his feet and shook his shaggy covering as though the animal he counterfeited was about to make some desperate effort.,-71.07742023468018,71.07742023468018,34,24,1.4166666666666667,2
1320-122617-0040,He had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village.,-79.93112897872925,79.93112897872925,31,28,1.1071428571428572,0
1320-122617-0041,Uncas cast his skin and stepped forth in his own beautiful proportions.,-52.66632795333862,52.66632795333862,16,12,1.3333333333333333,1
1580-141083-0000,I will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,-66.93397235870361,66.93397235870361,35,30,1.1666666666666667,0
1580-141083-0001,I had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred.,-30.03504467010498,30.03504467010498,41,34,1.2058823529411764,0
1580-141083-0002,My friend's temper had not improved since he had been deprived of the congenial surroundings of baker street.,-46.532522201538086,46.532522201538086,26,18,1.4444444444444444,2
1580-141083-0003,Without his scrapbooks his chemicals and his homely untidiness he was an uncomfortable man.,-51.39933729171753,51.39933729171753,22,14,1.5714285714285714,3
1580-141083-0004,I had to read it over carefully as the text must be absolutely correct.,-29.940549850463867,29.940549850463867,17,14,1.2142857142857142,0
1580-141083-0005,I was absent rather more than an hour.,-30.58765459060669,30.58765459060669,11,8,1.375,2
1580-141083-0006,The only duplicate which existed so far as i knew was that which belonged to my servant bannister a man who has looked after my room for ten years and whose honesty is absolutely above suspicion.,-84.23324871063232,84.23324871063232,42,36,1.1666666666666667,0
1580-141083-0007,The moment i looked at my table i was aware that someone had rummaged among my papers.,-35.05766773223877,35.05766773223877,23,17,1.3529411764705883,2
1580-141083-0008,The proof was in three long slips i had left them all together.,-52.65035820007324,52.65035820007324,16,13,1.2307692307692308,1
1580-141083-0009,The alternative was that someone passing had observed the key in the door had known that i was out and had entered to look at the papers.,-84.36493587493896,84.36493587493896,30,27,1.1111111111111112,0
1580-141083-0010,I gave him a little brandy and left him collapsed in a chair while i made a most careful examination of the room.,-47.745198249816895,47.745198249816895,27,23,1.173913043478261,0
1580-141083-0011,A broken tip of lead was lying there also.,-30.32058906555176,30.32058906555176,12,9,1.3333333333333333,1
1580-141083-0012,Not only this but on the table i found a small ball of black dough or clay with specks of something which looks like sawdust in it.,-62.780959606170654,62.780959606170654,33,27,1.2222222222222223,1
1580-141083-0013,Above all things i desire to settle the matter quietly and discreetly.,-30.63093376159668,30.63093376159668,17,12,1.4166666666666667,2
1580-141083-0014,To the best of my belief they were rolled up.,-20.58883380889893,20.58883380889893,13,10,1.3,1
1580-141083-0015,Did anyone know that these proofs would be there no one save the printer.,-52.26257514953613,52.26257514953613,18,14,1.2857142857142858,1
1580-141083-0016,I was in such a hurry to come to you you left your door open.,-19.744441986083984,19.744441986083984,18,15,1.2,0
1580-141083-0017,So it seems to me.,-5.235008239746094,5.235008239746094,8,5,1.6,3
1580-141083-0018,Now mister soames at your disposal.,-23.87439346313477,23.87439346313477,12,6,2.0,3
1580-141083-0019,Above were three students one on each story.,-44.30697298049927,44.30697298049927,11,8,1.375,2
1580-141083-0020,Then he approached it and standing on tiptoe with his neck craned he looked into the room.,-25.672382354736328,25.672382354736328,23,17,1.3529411764705883,2
1580-141083-0021,There is no opening except the one pane said our learned guide.,-58.948591232299805,58.948591232299805,16,12,1.3333333333333333,1
1580-141083-0022,I am afraid there are no signs here said he.,-34.42067003250122,34.42067003250122,13,10,1.3,1
1580-141083-0023,One could hardly hope for any upon so dry a day.,-41.85216236114502,41.85216236114502,14,11,1.2727272727272727,1
1580-141083-0024,You left him in a chair you say which chair by the window there.,-46.15578842163086,46.15578842163086,17,14,1.2142857142857142,0
1580-141083-0025,The man entered and took the papers sheet by sheet from the central table.,-25.314903259277344,25.314903259277344,17,14,1.2142857142857142,0
1580-141083-0026,As a matter of fact he could not said soames for i entered by the side door.,-72.96339225769043,72.96339225769043,22,17,1.2941176470588236,1
1580-141083-0027,How long would it take him to do that using every possible contraction a quarter of an hour not less.,-50.80156469345093,50.80156469345093,23,20,1.15,0
1580-141083-0028,Then he tossed it down and seized the next.,-24.213160037994385,24.213160037994385,12,9,1.3333333333333333,1
1580-141083-0029,He was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there.,-69.86986589431763,69.86986589431763,41,38,1.0789473684210527,0
1580-141083-0030,Mister soames was somewhat overwhelmed by this flood of information.,-37.22449684143066,37.22449684143066,15,10,1.5,2
1580-141083-0031,Holmes held out a small chip with the letters n n and a space of clear wood after them you see.,-92.52808904647829,92.52808904647829,24,21,1.1428571428571428,0
1580-141083-0032,Watson i have always done you an injustice there are others.,-49.056243896484375,49.056243896484375,14,11,1.2727272727272727,1
1580-141083-0033,I was hoping that if the paper on which he wrote was thin some trace of it might come through upon this polished surface no i see nothing.,-79.24155759811401,79.24155759811401,31,28,1.1071428571428572,0
1580-141083-0034,As holmes drew the curtain i was aware from some little rigidity and alertness of his attitude that he was prepared for an emergency.,-84.17725419998169,84.17725419998169,31,24,1.2916666666666667,1
1580-141083-0035,Holmes turned away and stooped suddenly to the floor halloa what's this.,-67.37891435623169,67.37891435623169,20,12,1.6666666666666667,3
1580-141083-0036,Holmes held it out on his open palm in the glare of the electric light.,-29.250167846679688,29.250167846679688,18,15,1.2,0
1580-141083-0037,What could he do he caught up everything which would betray him and he rushed into your bedroom to conceal himself.,-60.3597526550293,60.3597526550293,24,21,1.1428571428571428,0
1580-141083-0038,I understand you to say that there are three students who use this stair and are in the habit of passing your door yes there are.,-59.90128421783447,59.90128421783447,31,26,1.1923076923076923,0
1580-141083-0039,And they are all in for this examination yes.,-43.41965293884277,43.41965293884277,12,9,1.3333333333333333,1
1580-141083-0040,One hardly likes to throw suspicion where there are no proofs.,-38.6933856010437,38.6933856010437,15,11,1.3636363636363635,2
1580-141083-0041,Let us hear the suspicions i will look after the proofs.,-55.9078311920166,55.9078311920166,15,11,1.3636363636363635,2
1580-141083-0042,My scholar has been left very poor but he is hard working and industrious he will do well.,-33.93280792236328,33.93280792236328,23,18,1.2777777777777777,1
1580-141083-0043,The top floor belongs to miles mc laren.,-57.89029884338379,57.89029884338379,13,8,1.625,3
1580-141083-0044,I dare not go so far as that but of the three he is perhaps the least unlikely.,-32.35753870010376,32.35753870010376,21,18,1.1666666666666667,0
1580-141083-0045,He was still suffering from this sudden disturbance of the quiet routine of his life.,-32.786983489990234,32.786983489990234,18,15,1.2,0
1580-141083-0046,But i have occasionally done the same thing at other times.,-23.791529655456543,23.791529655456543,14,11,1.2727272727272727,1
1580-141083-0047,Did you look at these papers on the table.,-20.12453269958496,20.12453269958496,12,9,1.3333333333333333,1
1580-141083-0048,How came you to leave the key in the door.,-24.86204624176025,24.86204624176025,13,10,1.3,1
1580-141083-0049,Anyone in the room could get out yes sir.,-28.94264411926269,28.94264411926269,12,9,1.3333333333333333,1
1580-141083-0050,I really don't think he knew much about it mister holmes.,-35.47999143600464,35.47999143600464,19,11,1.7272727272727273,3
1580-141083-0051,Only for a minute or so.,-5.813026428222656,5.813026428222656,9,6,1.5,2
1580-141083-0052,Oh i would not venture to say sir.,-40.588523864746094,40.588523864746094,11,8,1.375,2
1580-141083-0053,You haven't seen any of them no sir.,-23.09999179840088,23.09999179840088,13,8,1.625,3
1580-141084-0000,It was the indian whose dark silhouette appeared suddenly upon his blind.,-43.35285949707031,43.35285949707031,16,12,1.3333333333333333,1
1580-141084-0001,He was pacing swiftly up and down his room.,-16.6663818359375,16.6663818359375,12,9,1.3333333333333333,1
1580-141084-0002,This set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them.,-42.64250946044922,42.64250946044922,25,22,1.1363636363636365,0
1580-141084-0003,No names please said holmes as we knocked at gilchrist's door.,-91.86018562316896,91.86018562316896,21,11,1.9090909090909092,3
1580-141084-0004,Of course he did not realize that it was i who was knocking but none the less his conduct was very uncourteous and indeed under the circumstances rather suspicious.,-73.7727403640747,73.7727403640747,34,29,1.1724137931034482,0
1580-141084-0005,That is very important said holmes.,-42.78128290176392,42.78128290176392,11,6,1.8333333333333333,3
1580-141084-0006,You don't seem to realize the position.,-19.84103298187256,19.84103298187256,12,7,1.7142857142857142,3
1580-141084-0007,To morrow is the examination.,-33.06103849411011,33.06103849411011,10,5,2.0,3
1580-141084-0008,I cannot allow the examination to be held if one of the papers has been tampered with the situation must be faced.,-50.93082141876221,50.93082141876221,27,22,1.2272727272727273,1
1580-141084-0009,It is possible that i may be in a position then to indicate some course of action.,-37.03503751754761,37.03503751754761,20,17,1.1764705882352942,0
1580-141084-0010,I will take the black clay with me also the pencil cuttings good bye.,-59.73575782775879,59.73575782775879,18,14,1.2857142857142858,1
1580-141084-0011,When we were out in the darkness of the quadrangle we again looked up at the windows.,-30.26246023178101,30.26246023178101,23,17,1.3529411764705883,2
1580-141084-0012,The foul mouthed fellow at the top.,-17.963940620422363,17.963940620422363,10,7,1.4285714285714286,2
1580-141084-0013,He is the one with the worst record.,-15.104697227478027,15.104697227478027,11,8,1.375,2
1580-141084-0014,Why bannister the servant what's his game in the matter.,-46.48286581039429,46.48286581039429,17,10,1.7,3
1580-141084-0015,He impressed me as being a perfectly honest man.,-21.556670665740967,21.556670665740967,12,9,1.3333333333333333,1
1580-141084-0016,My friend did not appear to be depressed by his failure but shrugged his shoulders in half humorous resignation.,-42.08168125152588,42.08168125152588,22,19,1.1578947368421053,0
1580-141084-0017,No good my dear watson.,-36.37688875198364,36.37688875198364,10,5,2.0,3
1580-141084-0018,I think so you have formed a conclusion.,-25.528396129608154,25.528396129608154,11,8,1.375,2
1580-141084-0019,Yes my dear watson i have solved the mystery.,-35.69000625610352,35.69000625610352,14,9,1.5555555555555556,3
1580-141084-0020,Look at that he held out his hand.,-15.446356773376465,15.446356773376465,11,8,1.375,2
1580-141084-0021,On the palm were three little pyramids of black doughy clay.,-42.50806903839111,42.50806903839111,16,11,1.4545454545454546,2
1580-141084-0022,And one more this morning.,-13.763548851013184,13.763548851013184,8,5,1.6,3
1580-141084-0023,In a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship.,-55.02104663848877,55.02104663848877,37,30,1.2333333333333334,1
1580-141084-0024,He could hardly stand still so great was his mental agitation and he ran towards holmes with two eager hands outstretched thank heaven that you have come.,-90.26473093032835,90.26473093032835,32,27,1.1851851851851851,0
1580-141084-0025,You know him i think so.,-27.475361824035645,27.475361824035645,9,6,1.5,2
1580-141084-0026,If this matter is not to become public we must give ourselves certain powers and resolve ourselves into a small private court martial.,-39.34816646575928,39.34816646575928,26,23,1.1304347826086956,0
1580-141084-0027,No sir certainly not.,-23.52363538742065,23.52363538742065,7,4,1.75,3
1580-141084-0028,There was no man sir.,-24.695987224578857,24.695987224578857,8,5,1.6,3
