sentence id,ref sentence,PLL score,nr. of tokens
1320-122612-0003,He often stopped to examine the trees nor did he cross a rivulet without attentively considering the quantity the velocity and the color of its waters.,-230.65486574172974,34
1320-122612-0004,Distrusting his own judgment his appeals to the opinion of chingachgook were frequent and earnest.,-212.9891881942749,25
1320-122612-0005,Yet here are we within a short range of the scaroons and not a sign of a trail have we crossed.,-175.3379611968994,25
1320-122612-0006,Let us retrace our steps and examine as we go with keener eyes.,-136.8058476448059,19
1320-122612-0007,Chingachgook had caught the look and motioning with his hand he bade him speak.,-155.716383934021,22
1320-122612-0008,The eyes of the whole party followed the unexpected movement and read their success in the air of triumph that the youth assumed.,-184.4760890007019,26
1320-122612-0009,It would have been more wonderful had he spoken without a bidding.,-111.82018709182739,15
1320-122612-0010,See said uncas pointing north and south at the evident marks of the broad trail on either side of him the dark hair has gone toward the forest.,-250.63821029663086,32
1320-122612-0011,If a rock or a rivulet or a bit of earth harder than common severed the links of the clew they followed the true eye of the scout recovered them at a distance and seldom rendered the delay of a single moment necessary.,-341.55183935165405,49
1320-122612-0012,Extinguished brands were lying around a spring the offals of a deer were scattered about the place and the trees bore evident marks of having been browsed by the horses.,-291.51000785827637,37
1320-122612-0013,A circle of a few hundred feet in circumference was drawn and each of the party took a segment for his portion.,-199.0806770324707,28
1320-122612-0014,The examination however resulted in no discovery.,-77.00590467453003,10
1320-122612-0015,The whole party crowded to the spot where uncas pointed out the impression of a moccasin in the moist alluvion.,-231.80794715881348,30
1320-122612-0016,Run back uncas and bring me the size of the singer's foot.,-120.46441268920898,18
1320-122617-0000,Notwithstanding the high resolution of hawkeye he fully comprehended all the difficulties and danger he was about to incur.,-227.4370470046997,28
1320-122617-0001,In his return to the camp his acute and practised intellects were intently engaged in devising means to counteract a watchfulness and suspicion on the part of his enemies that he knew were in no degree inferior to his own.,-360.4913206100464,50
1320-122617-0002,In other words while he had implicit faith in the ability of balaam's ass to speak he was somewhat skeptical on the subject of a bear's singing and yet he had been assured of the latter on the testimony of his own exquisite organs.,-397.2971625328064,54
1320-122617-0003,There was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind.,-156.6048240661621,25
1320-122617-0004,The ingenious hawkeye who recalled the hasty manner in which the other had abandoned his post at the bedside of the sick woman was not without his suspicions concerning the subject of so much solemn deliberation.,-333.32942962646484,45
1320-122617-0005,The bear shook his shaggy sides and then a well known voice replied.,-142.50728368759155,18
1320-122617-0006,Can these things be returned david breathing more freely as the truth began to dawn upon him.,-161.37999153137207,21
1320-122617-0007,Come come returned hawkeye uncasing his honest countenance the better to assure the wavering confidence of his companion you may see a skin which if it be not as white as one of the gentle ones has no tinge of red to it that the winds of the heaven and the sun have not bestowed now let us to business.,-513.4913773536682,70
1320-122617-0008,The young man is in bondage and much i fear his death is decreed.,-147.5573754310608,19
1320-122617-0009,I greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him.,-219.98649263381958,32
1320-122617-0010,The task will not be difficult returned david hesitating though i greatly fear your presence would rather increase than mitigate his unhappy fortunes.,-241.78319263458252,30
1320-122617-0011,The lodge in which uncas was confined was in the very center of the village and in a situation perhaps more difficult than any other to approach or leave without observation.,-222.72228288650513,35
1320-122617-0012,Four or five of the latter only lingered about the door of the prison of uncas wary but close observers of the manner of their captive.,-216.3065824508667,30
1320-122617-0013,Delivered in a strong tone of assent announced the gratification the savage would receive in witnessing such an exhibition of weakness in an enemy so long hated and so much feared.,-359.05547285079956,40
1320-122617-0014,They drew back a little from the entrance and motioned to the supposed conjurer to enter.,-156.0880093574524,21
1320-122617-0015,But the bear instead of obeying maintained the seat it had taken and growled.,-169.13047218322754,18
1320-122617-0016,The cunning man is afraid that his breath will blow upon his brothers and take away their courage too continued david improving the hint he received they must stand further off.,-287.5014715194702,36
1320-122617-0017,Then as if satisfied of their safety the scout left his position and slowly entered the place.,-181.88263082504272,20
1320-122617-0018,It was silent and gloomy being tenanted solely by the captive and lighted by the dying embers of a fire which had been used for the purposed of cookery.,-258.50724172592163,39
1320-122617-0019,Uncas occupied a distant corner in a reclining attitude being rigidly bound both hands and feet by strong and painful withes.,-230.6046347618103,29
1320-122617-0020,The scout who had left david at the door to ascertain they were not observed thought it prudent to preserve his disguise until assured of their privacy.,-257.4052782058716,35
1320-122617-0021,What shall we do with the mingoes at the door they count six and this singer is as good as nothing.,-178.65387392044067,26
1320-122617-0022,The delawares are children of the tortoise and they outstrip the deer.,-146.3322730064392,21
1320-122617-0023,Uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge.,-211.97731828689575,32
1320-122617-0024,But hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion.,-198.7614221572876,28
1320-122617-0025,So uncas you had better take the lead while i will put on the skin again and trust to cunning for want of speed.,-221.55547285079956,29
1320-122617-0026,Well what can't be done by main courage in war must be done by circumvention.,-157.55121088027954,23
1320-122617-0027,As soon as these dispositions were made the scout turned to david and gave him his parting instructions.,-203.6774525642395,23
1320-122617-0028,My pursuits are peaceful and my temper i humbly trust is greatly given to mercy and love returned david a little nettled at so direct an attack on his manhood but there are none who can say that i have ever forgotten my faith in the lord even in the greatest straits.,-476.71841764450073,61
1320-122617-0029,If you are not then knocked on the head your being a non composser will protect you and you'll then have a good reason to expect to die in your bed.,-283.99261808395386,38
1320-122617-0030,So choose for yourself to make a rush or tarry here.,-136.67008113861084,15
1320-122617-0031,Bravely and generously has he battled in my behalf and this and more will i dare in his service.,-167.88792943954468,24
1320-122617-0032,Keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the indians that you are not altogether as responsible as men should be.,-389.7834439277649,49
1320-122617-0033,If however they take your scalp as i trust and believe they will not depend on it uncas and i will not forget the deed but revenge it as becomes true warriors and trusty friends.,-321.41735315322876,40
1320-122617-0034,Hold said david perceiving that with this assurance they were about to leave him i am an unworthy and humble follower of one who taught not the damnable principle of revenge.,-291.4323921203613,38
1320-122617-0035,Then heaving a heavy sigh probably among the last he ever drew in pining for a condition he had so long abandoned he added it is what i would wish to practise myself as one without a cross of blood though it is not always easy to deal with an indian as you would with a fellow christian.,-548.4260506629944,67
1320-122617-0036,God bless you friend i do believe your scent is not greatly wrong when the matter is duly considered and keeping eternity before the eyes though much depends on the natural gifts and the force of temptation.,-308.748309135437,42
1320-122617-0037,The delaware dog he said leaning forward and peering through the dim light to catch the expression of the other's features is he afraid.,-213.88420629501343,31
1320-122617-0038,Will the hurons hear his groans.,-95.11924505233765,12
1320-122617-0039,The mohican started on his feet and shook his shaggy covering as though the animal he counterfeited was about to make some desperate effort.,-212.03453874588013,34
1320-122617-0040,He had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village.,-192.09391689300537,31
1320-122617-0041,Uncas cast his skin and stepped forth in his own beautiful proportions.,-120.6220555305481,16
1580-141083-0000,I will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,-258.79575967788696,35
1580-141083-0001,I had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred.,-303.8698287010193,41
1580-141083-0002,My friend's temper had not improved since he had been deprived of the congenial surroundings of baker street.,-223.10695123672485,26
1580-141083-0003,Without his scrapbooks his chemicals and his homely untidiness he was an uncomfortable man.,-180.92255353927612,22
1580-141083-0004,I had to read it over carefully as the text must be absolutely correct.,-143.03197526931763,17
1580-141083-0005,I was absent rather more than an hour.,-85.49407815933228,11
1580-141083-0006,The only duplicate which existed so far as i knew was that which belonged to my servant bannister a man who has looked after my room for ten years and whose honesty is absolutely above suspicion.,-299.8154139518738,42
1580-141083-0007,The moment i looked at my table i was aware that someone had rummaged among my papers.,-166.79527282714844,23
1580-141083-0008,The proof was in three long slips i had left them all together.,-116.39518642425537,16
1580-141083-0009,The alternative was that someone passing had observed the key in the door had known that i was out and had entered to look at the papers.,-209.00903844833374,30
1580-141083-0010,I gave him a little brandy and left him collapsed in a chair while i made a most careful examination of the room.,-198.79002475738525,27
1580-141083-0011,A broken tip of lead was lying there also.,-89.22305345535278,12
1580-141083-0012,Not only this but on the table i found a small ball of black dough or clay with specks of something which looks like sawdust in it.,-234.11749792099,33
1580-141083-0013,Above all things i desire to settle the matter quietly and discreetly.,-129.79720497131348,17
1580-141083-0014,To the best of my belief they were rolled up.,-102.87199878692627,13
1580-141083-0015,Did anyone know that these proofs would be there no one save the printer.,-146.88850784301758,18
1580-141083-0016,I was in such a hurry to come to you you left your door open.,-120.01420783996582,18
1580-141083-0017,So it seems to me.,-81.75954675674438,8
1580-141083-0018,Now mister soames at your disposal.,-105.69427347183228,12
1580-141083-0019,Above were three students one on each story.,-96.65997886657715,11
1580-141083-0020,Then he approached it and standing on tiptoe with his neck craned he looked into the room.,-165.35646772384644,23
1580-141083-0021,There is no opening except the one pane said our learned guide.,-126.39379739761353,16
1580-141083-0022,I am afraid there are no signs here said he.,-126.89756441116333,13
1580-141083-0023,One could hardly hope for any upon so dry a day.,-116.13518619537354,14
1580-141083-0024,You left him in a chair you say which chair by the window there.,-132.02459621429443,17
1580-141083-0025,The man entered and took the papers sheet by sheet from the central table.,-132.66810750961304,17
1580-141083-0026,As a matter of fact he could not said soames for i entered by the side door.,-202.9781141281128,22
1580-141083-0027,How long would it take him to do that using every possible contraction a quarter of an hour not less.,-212.04578685760498,23
1580-141083-0028,Then he tossed it down and seized the next.,-107.70740270614624,12
1580-141083-0029,He was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there.,-279.6629681587219,41
1580-141083-0030,Mister soames was somewhat overwhelmed by this flood of information.,-117.730393409729,15
1580-141083-0031,Holmes held out a small chip with the letters n n and a space of clear wood after them you see.,-200.80328750610352,24
1580-141083-0032,Watson i have always done you an injustice there are others.,-108.35678958892822,14
1580-141083-0033,I was hoping that if the paper on which he wrote was thin some trace of it might come through upon this polished surface no i see nothing.,-209.72874784469604,31
1580-141083-0034,As holmes drew the curtain i was aware from some little rigidity and alertness of his attitude that he was prepared for an emergency.,-222.4541187286377,31
1580-141083-0035,Holmes turned away and stooped suddenly to the floor halloa what's this.,-164.12440824508667,20
1580-141083-0036,Holmes held it out on his open palm in the glare of the electric light.,-111.55333614349365,18
1580-141083-0037,What could he do he caught up everything which would betray him and he rushed into your bedroom to conceal himself.,-172.21340560913086,24
1580-141083-0038,I understand you to say that there are three students who use this stair and are in the habit of passing your door yes there are.,-230.98307132720947,31
1580-141083-0039,And they are all in for this examination yes.,-106.596444606781,12
1580-141083-0040,One hardly likes to throw suspicion where there are no proofs.,-122.96399545669556,15
1580-141083-0041,Let us hear the suspicions i will look after the proofs.,-131.30625820159912,15
1580-141083-0042,My scholar has been left very poor but he is hard working and industrious he will do well.,-178.88275289535522,23
1580-141083-0043,The top floor belongs to miles mc laren.,-102.3808422088623,13
1580-141083-0044,I dare not go so far as that but of the three he is perhaps the least unlikely.,-141.70797681808472,21
1580-141083-0045,He was still suffering from this sudden disturbance of the quiet routine of his life.,-139.23511695861816,18
1580-141083-0046,But i have occasionally done the same thing at other times.,-102.74414920806885,14
1580-141083-0047,Did you look at these papers on the table.,-92.39406538009644,12
1580-141083-0048,How came you to leave the key in the door.,-89.37059116363525,13
1580-141083-0049,Anyone in the room could get out yes sir.,-84.28067922592163,12
1580-141083-0050,I really don't think he knew much about it mister holmes.,-132.72327327728271,19
1580-141083-0051,Only for a minute or so.,-87.21432542800903,9
1580-141083-0052,Oh i would not venture to say sir.,-91.04413604736328,11
1580-141083-0053,You haven't seen any of them no sir.,-63.47800636291504,13
1580-141084-0000,It was the indian whose dark silhouette appeared suddenly upon his blind.,-124.20218181610107,16
1580-141084-0001,He was pacing swiftly up and down his room.,-83.4918122291565,12
1580-141084-0002,This set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them.,-202.76472568511963,25
1580-141084-0003,No names please said holmes as we knocked at gilchrist's door.,-189.4114122390747,21
1580-141084-0004,Of course he did not realize that it was i who was knocking but none the less his conduct was very uncourteous and indeed under the circumstances rather suspicious.,-239.8522825241089,34
1580-141084-0005,That is very important said holmes.,-119.36698961257935,11
1580-141084-0006,You don't seem to realize the position.,-68.04862689971924,12
1580-141084-0007,To morrow is the examination.,-63.74433422088623,10
1580-141084-0008,I cannot allow the examination to be held if one of the papers has been tampered with the situation must be faced.,-197.79449844360352,27
1580-141084-0009,It is possible that i may be in a position then to indicate some course of action.,-152.13228225708008,20
1580-141084-0010,I will take the black clay with me also the pencil cuttings good bye.,-157.45840120315552,18
1580-141084-0011,When we were out in the darkness of the quadrangle we again looked up at the windows.,-171.8967742919922,23
1580-141084-0012,The foul mouthed fellow at the top.,-110.13881826400757,10
1580-141084-0013,He is the one with the worst record.,-77.72044563293457,11
1580-141084-0014,Why bannister the servant what's his game in the matter.,-125.08977317810059,17
1580-141084-0015,He impressed me as being a perfectly honest man.,-101.66736793518066,12
1580-141084-0016,My friend did not appear to be depressed by his failure but shrugged his shoulders in half humorous resignation.,-198.86992835998535,22
1580-141084-0017,No good my dear watson.,-114.40404319763184,10
1580-141084-0018,I think so you have formed a conclusion.,-103.13637828826904,11
1580-141084-0019,Yes my dear watson i have solved the mystery.,-117.65041732788086,14
1580-141084-0020,Look at that he held out his hand.,-70.89907026290894,11
1580-141084-0021,On the palm were three little pyramids of black doughy clay.,-130.0935025215149,16
1580-141084-0022,And one more this morning.,-70.80129051208496,8
1580-141084-0023,In a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship.,-310.50956773757935,37
1580-141084-0024,He could hardly stand still so great was his mental agitation and he ran towards holmes with two eager hands outstretched thank heaven that you have come.,-223.1002335548401,32
1580-141084-0025,You know him i think so.,-91.08132362365723,9
1580-141084-0026,If this matter is not to become public we must give ourselves certain powers and resolve ourselves into a small private court martial.,-204.71215343475342,26
1580-141084-0027,No sir certainly not.,-82.84501266479492,7
1580-141084-0028,There was no man sir.,-92.93528270721436,8
1580-141084-0029,His troubled blue eyes glanced at each of us and finally rested with an expression of blank dismay upon bannister in the farther corner.,-262.25522565841675,29
1580-141084-0030,Just close the door said holmes.,-122.67708015441895,11
1580-141084-0031,We want to know mister gilchrist how you an honourable man ever came to commit such an action as that of yesterday.,-227.642258644104,30
1580-141084-0032,For a moment gilchrist with upraised hand tried to control his writhing features.,-171.0257740020752,23
1580-141084-0033,Come come said holmes kindly it is human to err and at least no one can accuse you of being a callous criminal.,-205.4500961303711,32
1580-141084-0034,Well well don't trouble to answer listen and see that i do you no injustice.,-160.12352180480957,20
1580-141084-0035,He could examine the papers in his own office.,-102.9371075630188,12
1580-141084-0036,The indian i also thought nothing of.,-86.69032621383667,11
1580-141084-0037,When i approached your room i examined the window.,-106.24209976196289,12
1580-141084-0038,No one less than that would have a chance.,-86.36327981948853,12
1580-141084-0039,I entered and i took you into my confidence as to the suggestions of the side table.,-143.7299919128418,20
1580-141084-0040,He returned carrying his jumping shoes which are provided as you are aware with several sharp spikes.,-156.75972032546997,20
1580-141084-0041,No harm would have been done had it not been that as he passed your door he perceived the key which had been left by the carelessness of your servant.,-226.4327630996704,34
1580-141084-0042,A sudden impulse came over him to enter and see if they were indeed the proofs.,-159.5843620300293,20
1580-141084-0043,He put his shoes on the table.,-70.57689046859741,10
1580-141084-0044,Gloves said the young man.,-98.65905046463013,10
1580-141084-0045,Suddenly he heard him at the very door there was no possible escape.,-111.79109764099121,16
1580-141084-0046,Have i told the truth mister gilchrist.,-127.16114377975464,14
1580-141084-0047,I have a letter here mister soames which i wrote to you early this morning in the middle of a restless night.,-187.66576528549194,28
1580-141084-0048,It will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out.,-248.48875665664673,41
1580-141084-0049,It was simple enough sir if you only had known but with all your cleverness it was impossible that you could know.,-172.5684905052185,26
1580-141084-0050,If mister soames saw them the game was up.,-132.81675148010254,15
1995-1826-0000,In the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,-247.76675128936768,30
1995-1826-0001,The south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans.,-286.1976923942566,37
1995-1826-0002,John taylor who had supported her through college was interested in cotton.,-134.27736711502075,17
1995-1826-0003,Better go he had counselled sententiously.,-120.32354354858398,12
1995-1826-0004,Might learn something useful down there.,-98.7293701171875,9
1995-1826-0005,But john there's no society just elementary work.,-104.51978302001953,15
1995-1826-0006,Been looking up tooms county.,-120.69973564147949,9
1995-1826-0007,Find some cresswells there big plantations rated at two hundred and fifty thousand dollars.,-151.8347463607788,20
1995-1826-0008,Some others too big cotton county.,-102.22473287582397,9
1995-1826-0009,You ought to know john if i teach negroes i'll scarcely see much of people in my own class.,-196.3643283843994,28
1995-1826-0010,At any rate i say go.,-110.52486610412598,9
1995-1826-0011,Here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable.,-189.47112274169922,27
1995-1826-0012,She wanted a glance of the new books and periodicals and talk of great philanthropies and reforms.,-178.74358367919922,25
1995-1826-0013,So for the hundredth time she was thinking today as she walked alone up the lane back of the barn and then slowly down through the bottoms.,-207.0148229598999,32
1995-1826-0014,Cotton she paused.,-51.75171995162964,6
1995-1826-0015,She had almost forgotten that it was here within touch and sight.,-109.06793880462646,15
1995-1826-0016,The glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward.,-154.09333086013794,22
1995-1826-0017,There might be a bit of poetry here and there but most of this place was such desperate prose.,-179.2606644630432,22
1995-1826-0018,Her regard shifted to the green stalks and leaves again and she started to move away.,-165.47373294830322,20
1995-1826-0019,Cotton is a wonderful thing is it not boys she said rather primly.,-152.6794319152832,18
1995-1826-0020,Miss taylor did not know much about cotton but at least one more remark seemed called for.,-161.53337001800537,22
1995-1826-0021,Don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go.,-356.0315613746643,40
1995-1826-0022,I suppose though it's too early for them then came the explosion.,-132.27516317367554,17
1995-1826-0023,Goobers don't grow on the tops of vines but underground on the roots like yams is that so.,-184.9572238922119,26
1995-1826-0024,The golden fleece it's the silver fleece he harkened.,-143.57526397705078,18
1995-1826-0025,Some time you'll tell me please won't you.,-118.4559850692749,15
1995-1826-0026,Now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton.,-293.9898409843445,40
1995-1836-0000,The hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale.,-257.16797256469727,37
1995-1836-0001,At last the cotton combine was to all appearances an assured fact and he was slated for the senate.,-186.85206699371338,22
1995-1836-0002,Why should he not be as other men.,-77.15480661392212,11
1995-1836-0003,She was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others.,-175.5038604736328,24
1995-1836-0004,As she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day.,-1059.191204071045,128
1995-1836-0005,Missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith.,-312.30144596099854,40
1995-1836-0006,She was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education.,-259.574990272522,29
1995-1836-0007,But you believe in some education asked mary taylor.,-157.03699779510498,15
1995-1836-0008,I believe in the training of people to their highest capacity the englishman here heartily seconded him.,-216.73828601837158,25
1995-1836-0009,But cresswell added significantly capacity differs enormously between races.,-130.17583465576172,15
1995-1836-0010,The vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them.,-615.9395823478699,83
1995-1836-0011,Positively heroic added cresswell avoiding his sister's eyes.,-160.47356367111206,17
1995-1836-0012,But we're not er exactly welcomed.,-95.59107828140259,11
1995-1836-0013,Mary taylor however related the tale of zora to missus grey's private ear later.,-193.27526187896729,23
1995-1836-0014,Fortunately said mister vanderpool northerners and southerners are arriving at a better mutual understanding on most of these matters.,-206.7914595603943,27
1995-1837-0000,He knew the silver fleece his and zora's must be ruined.,-141.8412365913391,18
1995-1837-0001,It was the first great sorrow of his life it was not so much the loss of the cotton itself but the fantasy the hopes the dreams built around it.,-232.3135633468628,33
1995-1837-0002,Ah the swamp the cruel swamp.,-101.1252064704895,9
1995-1837-0003,The revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder.,-211.11275672912598,29
1995-1837-0004,He panted to know if she too knew or knew and cared not or cared and knew not.,-159.58898544311523,22
1995-1837-0005,She was so strange and human a creature.,-86.2313756942749,11
1995-1837-0006,The world was water veiled in mists.,-91.7496018409729,12
1995-1837-0007,Then of a sudden at midday the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed.,-249.69949865341187,31
1995-1837-0008,Where was the use of imagining.,-76.72125625610352,9
1995-1837-0009,The lagoon had been level with the dykes a week ago and now.,-128.56745767593384,18
1995-1837-0010,Perhaps she too might be there waiting weeping.,-97.13843059539795,11
1995-1837-0011,He started at the thought he hurried forth sadly.,-113.65440702438354,12
1995-1837-0012,He splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge.,-213.15615701675415,28
1995-1837-0013,Then he looked down the lagoon was dry.,-102.700355052948,11
1995-1837-0014,He stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy.,-368.19982719421387,42
1995-1837-0015,The squares of cotton sharp edged heavy were just about to burst to bolls.,-153.22672080993652,19
1995-1837-0016,For one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree.,-202.49792432785034,24
1995-1837-0017,He gazed about perplexed astonished.,-92.30399465560913,10
1995-1837-0018,Here lay the reading of the riddle with infinite work and pain some one had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly.,-345.2156825065613,46
1995-1837-0019,He sat down weak bewildered and one thought was uppermost zora.,-148.95496940612793,17
1995-1837-0020,The years of the days of her dying were ten.,-107.04096555709839,13
1995-1837-0021,The hope and dream of harvest was upon the land.,-87.2329831123352,13
1995-1837-0022,Up in the sick room zora lay on the little white bed.,-120.52043056488037,16
1995-1837-0023,The net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned.,-384.4443302154541,54
1995-1837-0024,For a while she lay in her chair in happy dreamy pleasure at sun and bird and tree.,-181.76694440841675,22
1995-1837-0025,She rose with a fleeting glance gathered the shawl round her then gliding forward wavering tremulous slipped across the road and into the swamp.,-258.5359444618225,33
1995-1837-0026,She had been born within its borders within its borders she had lived and grown and within its borders she had met her love.,-175.72550678253174,27
1995-1837-0027,On she hurried until sweeping down to the lagoon and the island lo the cotton lay before her.,-163.93926811218262,21
1995-1837-0028,The chair was empty but he knew.,-71.77794170379639,10
1995-1837-0029,He darted through the trees and paused a tall man strongly but slimly made.,-152.52482414245605,18
2094-142345-0000,It is a very fine old place of red brick softened by a pale powdery lichen which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the door place.,-435.2073726654053,58
2094-142345-0001,But the windows are patched with wooden panes and the door i think is like the gate it is never opened.,-185.82749032974243,26
2094-142345-0002,For it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind a liveried lackey who had just seen his master and mistress off the grounds in a carriage and pair.,-378.02005529403687,48
2094-142345-0003,A large open fireplace with rusty dogs in it and a bare boarded floor at the far end fleeces of wool stacked up in the middle of the floor some empty corn bags.,-299.52671480178833,37
2094-142345-0004,And what through the left hand window.,-84.32751321792603,10
2094-142345-0005,Several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of coloured rags.,-201.96332454681396,25
2094-142345-0006,At the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose.,-372.3521523475647,44
2094-142345-0007,The history of the house is plain now.,-97.26127529144287,11
2094-142345-0008,But there is always a stronger sense of life when the sun is brilliant after rain and now he is pouring down his beams and making sparkles among the wet straw and lighting up every patch of vivid green moss on the red tiles of the cow shed and turning even the muddy water that is hurrying along the channel to the drain into a mirror for the yellow billed ducks who are seizing the opportunity of getting a drink with as much body in it as possible.,-739.8733601570129,94
2094-142345-0009,For the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the whittaw otherwise saddler who entertains them with the latest treddleston gossip.,-428.986289024353,52
2094-142345-0010,Hetty sorrel often took the opportunity when her aunt's back was turned of looking at the pleasing reflection of herself in those polished surfaces for the oak table was usually turned up like a screen and was more for ornament than for use and she could see herself sometimes in the great round pewter dishes that were ranged on the shelves above the long deal dinner table or in the hobs of the grate which always shone like jasper.,-668.562737941742,95
2094-142345-0011,Do not suppose however that missus poyser was elderly or shrewish in her appearance she was a good looking woman not more than eight and thirty of fair complexion and sandy hair well shapen light footed.,-357.0902256965637,48
2094-142345-0012,The family likeness between her and her niece dinah morris with the contrast between her keenness and dinah's seraphic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary.,-384.2999219894409,52
2094-142345-0013,Her tongue was not less keen than her eye and whenever a damsel came within earshot seemed to take up an unfinished lecture as a barrel organ takes up a tune precisely at the point where it had left off.,-332.67406845092773,45
2094-142345-0014,The fact that it was churning day was another reason why it was inconvenient to have the whittaws and why consequently missus poyser should scold molly the housemaid with unusual severity.,-405.89409732818604,49
2094-142345-0015,To all appearance molly had got through her after dinner work in an exemplary manner had cleaned herself with great dispatch and now came to ask submissively if she should sit down to her spinning till milking time.,-369.2094178199768,49
2094-142345-0016,Spinning indeed.,-72.54552268981934,6
2094-142345-0017,I never knew your equals for gallowsness.,-138.08918809890747,12
2094-142345-0018,Who taught you to scrub a floor i should like to know.,-119.4517707824707,15
2094-142345-0019,Comb the wool for the whittaws indeed.,-103.61942720413208,14
2094-142345-0020,That's what you'd like to be doing is it.,-99.52266359329224,16
2094-142345-0021,That's the way with you that's the road you'd all like to go headlongs to ruin.,-201.94464540481567,27
2094-142345-0022,Mister ottley's indeed.,-95.20720958709717,10
2094-142345-0023,You're a rare un for sitting down to your work a little while after it's time to put by.,-195.6729884147644,26
2094-142345-0024,Munny my iron's twite told pease put it down to warm.,-125.54361295700073,20
2094-142345-0025,Cold is it my darling bless your sweet face.,-91.14167976379395,13
2094-142345-0026,She's going to put the ironing things away.,-80.92894792556763,14
2094-142345-0027,Munny i tould ike to do into de barn to tommy to see de whittawd.,-184.15249586105347,26
2094-142345-0028,No no no totty ud get her feet wet said missus poyser carrying away her iron.,-209.93990898132324,24
2094-142345-0029,Did ever anybody see the like screamed missus poyser running towards the table when her eye had fallen on the blue stream.,-224.9617519378662,28
2094-142345-0030,Totty however had descended from her chair with great swiftness and was already in retreat towards the dairy with a sort of waddling run and an amount of fat on the nape of her neck which made her look like the metamorphosis of a white suckling pig.,-394.965754032135,57
2094-142345-0031,And she was very fond of you too aunt rachel.,-129.36429691314697,15
2094-142345-0032,I often heard her talk of you in the same sort of way.,-132.76874542236328,16
2094-142345-0033,When she had that bad illness and i was only eleven years old she used to say you'll have a friend on earth in your aunt rachel if i'm taken from you for she has a kind heart and i'm sure i've found it so.,-385.65440702438354,58
2094-142345-0034,And there's linen in the house as i could well spare you for i've got lots o sheeting and table clothing and towelling as isn't made up.,-248.1797366142273,38
2094-142345-0035,But not more than what's in the bible aunt said dinah.,-127.93014669418335,18
