sentence id,ref sentence,PLL score,nr. of tokens
1320-122617-0020,The scout who had left david at the door to ascertain they were not observed thought it prudent to preserve his disguise until assured of their privacy.,-155.01252269744873,35
1320-122617-0021,What shall we do with the mingoes at the door they count six and this singer is as good as nothing.,-90.72212886810303,26
1320-122617-0022,The delawares are children of the tortoise and they outstrip the deer.,-116.17046546936035,21
1320-122617-0023,Uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge.,-108.37087678909302,32
1320-122617-0024,But hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion.,-88.15698719024658,28
1320-122617-0025,So uncas you had better take the lead while i will put on the skin again and trust to cunning for want of speed.,-133.64301776885986,29
1320-122617-0026,Well what can't be done by main courage in war must be done by circumvention.,-89.48528385162354,23
1320-122617-0027,As soon as these dispositions were made the scout turned to david and gave him his parting instructions.,-74.00003910064697,23
1320-122617-0028,My pursuits are peaceful and my temper i humbly trust is greatly given to mercy and love returned david a little nettled at so direct an attack on his manhood but there are none who can say that i have ever forgotten my faith in the lord even in the greatest straits.,-253.5277271270752,61
1320-122617-0029,If you are not then knocked on the head your being a non composser will protect you and you'll then have a good reason to expect to die in your bed.,-97.59868812561035,38
1320-122617-0030,So choose for yourself to make a rush or tarry here.,-59.89351511001587,15
1320-122617-0031,Bravely and generously has he battled in my behalf and this and more will i dare in his service.,-91.81617450714111,24
1320-122617-0032,Keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the indians that you are not altogether as responsible as men should be.,-122.94450330734253,49
1320-122617-0033,If however they take your scalp as i trust and believe they will not depend on it uncas and i will not forget the deed but revenge it as becomes true warriors and trusty friends.,-177.4625687599182,40
1320-122617-0034,Hold said david perceiving that with this assurance they were about to leave him i am an unworthy and humble follower of one who taught not the damnable principle of revenge.,-198.843918800354,38
1320-122617-0035,Then heaving a heavy sigh probably among the last he ever drew in pining for a condition he had so long abandoned he added it is what i would wish to practise myself as one without a cross of blood though it is not always easy to deal with an indian as you would with a fellow christian.,-262.85049629211426,67
1320-122617-0036,God bless you friend i do believe your scent is not greatly wrong when the matter is duly considered and keeping eternity before the eyes though much depends on the natural gifts and the force of temptation.,-192.59081840515137,42
1320-122617-0037,The delaware dog he said leaning forward and peering through the dim light to catch the expression of the other's features is he afraid.,-112.87172031402588,31
1320-122617-0038,Will the hurons hear his groans.,-57.006064891815186,12
1320-122617-0039,The mohican started on his feet and shook his shaggy covering as though the animal he counterfeited was about to make some desperate effort.,-162.43770027160645,34
1320-122617-0040,He had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village.,-79.93112897872925,31
1320-122617-0041,Uncas cast his skin and stepped forth in his own beautiful proportions.,-63.39067888259888,16
1580-141083-0000,I will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,-104.93670654296875,35
1580-141083-0001,I had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred.,-81.24210977554321,41
1580-141083-0002,My friend's temper had not improved since he had been deprived of the congenial surroundings of baker street.,-104.7254285812378,26
1580-141083-0003,Without his scrapbooks his chemicals and his homely untidiness he was an uncomfortable man.,-124.92709302902222,22
1580-141083-0004,I had to read it over carefully as the text must be absolutely correct.,-29.940549850463867,17
1580-141083-0005,I was absent rather more than an hour.,-30.58765459060669,11
1580-141083-0006,The only duplicate which existed so far as i knew was that which belonged to my servant bannister a man who has looked after my room for ten years and whose honesty is absolutely above suspicion.,-142.39415454864502,42
1580-141083-0007,The moment i looked at my table i was aware that someone had rummaged among my papers.,-70.64078330993652,23
1580-141083-0008,The proof was in three long slips i had left them all together.,-52.65035820007324,16
1580-141083-0009,The alternative was that someone passing had observed the key in the door had known that i was out and had entered to look at the papers.,-84.36493587493896,30
1580-141083-0010,I gave him a little brandy and left him collapsed in a chair while i made a most careful examination of the room.,-68.04233169555664,27
1580-141083-0011,A broken tip of lead was lying there also.,-30.320589065551758,12
1580-141083-0012,Not only this but on the table i found a small ball of black dough or clay with specks of something which looks like sawdust in it.,-117.3190655708313,33
1580-141083-0013,Above all things i desire to settle the matter quietly and discreetly.,-51.75453853607178,17
1580-141083-0014,To the best of my belief they were rolled up.,-20.588833808898926,13
1580-141083-0015,Did anyone know that these proofs would be there no one save the printer.,-62.758938789367676,18
1580-141083-0016,I was in such a hurry to come to you you left your door open.,-19.744441986083984,18
1580-141083-0017,So it seems to me.,-5.235008239746094,8
1580-141083-0018,Now mister soames at your disposal.,-59.73084354400635,12
1580-141083-0019,Above were three students one on each story.,-44.30697298049927,11
1580-141083-0020,Then he approached it and standing on tiptoe with his neck craned he looked into the room.,-76.2386474609375,23
1580-141083-0021,There is no opening except the one pane said our learned guide.,-73.03053569793701,16
1580-141083-0022,I am afraid there are no signs here said he.,-34.42067003250122,13
1580-141083-0023,One could hardly hope for any upon so dry a day.,-41.85216236114502,14
1580-141083-0024,You left him in a chair you say which chair by the window there.,-46.15578842163086,17
1580-141083-0025,The man entered and took the papers sheet by sheet from the central table.,-25.314903259277344,17
1580-141083-0026,As a matter of fact he could not said soames for i entered by the side door.,-82.91716480255127,22
1580-141083-0027,How long would it take him to do that using every possible contraction a quarter of an hour not less.,-50.80156469345093,23
1580-141083-0028,Then he tossed it down and seized the next.,-24.213160037994385,12
1580-141083-0029,He was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there.,-69.86986589431763,41
1580-141083-0030,Mister soames was somewhat overwhelmed by this flood of information.,-53.538347244262695,15
1580-141083-0031,Holmes held out a small chip with the letters n n and a space of clear wood after them you see.,-92.52808904647827,24
1580-141083-0032,Watson i have always done you an injustice there are others.,-49.056243896484375,14
1580-141083-0033,I was hoping that if the paper on which he wrote was thin some trace of it might come through upon this polished surface no i see nothing.,-79.24155759811401,31
1580-141083-0034,As holmes drew the curtain i was aware from some little rigidity and alertness of his attitude that he was prepared for an emergency.,-112.13482332229614,31
1580-141083-0035,Holmes turned away and stooped suddenly to the floor halloa what's this.,-100.39525556564331,20
1580-141083-0036,Holmes held it out on his open palm in the glare of the electric light.,-29.250167846679688,18
1580-141083-0037,What could he do he caught up everything which would betray him and he rushed into your bedroom to conceal himself.,-60.3597526550293,24
1580-141083-0038,I understand you to say that there are three students who use this stair and are in the habit of passing your door yes there are.,-85.57868385314941,31
1580-141083-0039,And they are all in for this examination yes.,-43.41965293884277,12
1580-141083-0040,One hardly likes to throw suspicion where there are no proofs.,-42.19004201889038,15
1580-141083-0041,Let us hear the suspicions i will look after the proofs.,-59.802249908447266,15
1580-141083-0042,My scholar has been left very poor but he is hard working and industrious he will do well.,-63.53405952453613,23
1580-141083-0043,The top floor belongs to miles mc laren.,-67.84961223602295,13
1580-141083-0044,I dare not go so far as that but of the three he is perhaps the least unlikely.,-32.35753870010376,21
1580-141083-0045,He was still suffering from this sudden disturbance of the quiet routine of his life.,-32.786983489990234,18
1580-141083-0046,But i have occasionally done the same thing at other times.,-23.791529655456543,14
1580-141083-0047,Did you look at these papers on the table.,-20.12453269958496,12
1580-141083-0048,How came you to leave the key in the door.,-24.862046241760254,13
1580-141083-0049,Anyone in the room could get out yes sir.,-28.942644119262695,12
1580-141083-0050,I really don't think he knew much about it mister holmes.,-66.52959203720093,19
1580-141083-0051,Only for a minute or so.,-5.813026428222656,9
1580-141083-0052,Oh i would not venture to say sir.,-40.588523864746094,11
1580-141083-0053,You haven't seen any of them no sir.,-23.09999179840088,13
1580-141084-0000,It was the indian whose dark silhouette appeared suddenly upon his blind.,-57.5690336227417,16
1580-141084-0001,He was pacing swiftly up and down his room.,-16.6663818359375,12
1580-141084-0002,This set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them.,-42.64250946044922,25
1580-141084-0003,No names please said holmes as we knocked at gilchrist's door.,-109.37589597702026,21
1580-141084-0004,Of course he did not realize that it was i who was knocking but none the less his conduct was very uncourteous and indeed under the circumstances rather suspicious.,-86.32086944580078,34
1580-141084-0005,That is very important said holmes.,-53.63383483886719,11
1580-141084-0006,You don't seem to realize the position.,-19.84103298187256,12
1580-141084-0007,To morrow is the examination.,-60.871726512908936,10
1580-141084-0008,I cannot allow the examination to be held if one of the papers has been tampered with the situation must be faced.,-82.59524297714233,27
1580-141084-0009,It is possible that i may be in a position then to indicate some course of action.,-37.03503751754761,20
1580-141084-0010,I will take the black clay with me also the pencil cuttings good bye.,-58.80966281890869,18
1580-141084-0011,When we were out in the darkness of the quadrangle we again looked up at the windows.,-83.52746820449829,23
1580-141084-0012,The foul mouthed fellow at the top.,-17.963940620422363,10
1580-141084-0013,He is the one with the worst record.,-15.104697227478027,11
1580-141084-0014,Why bannister the servant what's his game in the matter.,-85.8010516166687,17
1580-141084-0015,He impressed me as being a perfectly honest man.,-21.556670665740967,12
1580-141084-0016,My friend did not appear to be depressed by his failure but shrugged his shoulders in half humorous resignation.,-42.08168125152588,22
1580-141084-0017,No good my dear watson.,-47.14868688583374,10
1580-141084-0018,I think so you have formed a conclusion.,-25.528396129608154,11
1580-141084-0019,Yes my dear watson i have solved the mystery.,-56.731096267700195,14
1580-141084-0020,Look at that he held out his hand.,-15.446356773376465,11
1580-141084-0021,On the palm were three little pyramids of black doughy clay.,-57.59081745147705,16
1580-141084-0022,And one more this morning.,-13.763548851013184,8
1580-141084-0023,In a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship.,-119.26426315307617,37
1580-141084-0024,He could hardly stand still so great was his mental agitation and he ran towards holmes with two eager hands outstretched thank heaven that you have come.,-97.03066062927246,32
1580-141084-0025,You know him i think so.,-27.475361824035645,9
1580-141084-0026,If this matter is not to become public we must give ourselves certain powers and resolve ourselves into a small private court martial.,-39.34816646575928,26
1580-141084-0027,No sir certainly not.,-23.523635387420654,7
1580-141084-0028,There was no man sir.,-24.695987224578857,8
1580-141084-0029,His troubled blue eyes glanced at each of us and finally rested with an expression of blank dismay upon bannister in the farther corner.,-85.31308269500732,29
1580-141084-0030,Just close the door said holmes.,-52.95301818847656,11
1580-141084-0031,We want to know mister gilchrist how you an honourable man ever came to commit such an action as that of yesterday.,-133.80198621749878,30
1580-141084-0032,For a moment gilchrist with upraised hand tried to control his writhing features.,-116.20995473861694,23
1580-141084-0033,Come come said holmes kindly it is human to err and at least no one can accuse you of being a callous criminal.,-159.95055150985718,32
1580-141084-0034,Well well don't trouble to answer listen and see that i do you no injustice.,-73.75020694732666,20
1580-141084-0035,He could examine the papers in his own office.,-16.201117515563965,12
1580-141084-0036,The indian i also thought nothing of.,-55.950130462646484,11
1580-141084-0037,When i approached your room i examined the window.,-29.036346435546875,12
1580-141084-0038,No one less than that would have a chance.,-11.400712013244629,12
1580-141084-0039,I entered and i took you into my confidence as to the suggestions of the side table.,-68.8854455947876,20
1580-141084-0040,He returned carrying his jumping shoes which are provided as you are aware with several sharp spikes.,-64.91982173919678,20
1580-141084-0041,No harm would have been done had it not been that as he passed your door he perceived the key which had been left by the carelessness of your servant.,-58.29412317276001,34
1580-141084-0042,A sudden impulse came over him to enter and see if they were indeed the proofs.,-42.254295349121094,20
1580-141084-0043,He put his shoes on the table.,-13.3110990524292,10
1580-141084-0044,Gloves said the young man.,-37.88546657562256,10
1580-141084-0045,Suddenly he heard him at the very door there was no possible escape.,-38.67896223068237,16
1580-141084-0046,Have i told the truth mister gilchrist.,-99.05558061599731,14
1580-141084-0047,I have a letter here mister soames which i wrote to you early this morning in the middle of a restless night.,-79.95613479614258,28
1580-141084-0048,It will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out.,-55.02882480621338,41
1580-141084-0049,It was simple enough sir if you only had known but with all your cleverness it was impossible that you could know.,-57.66589307785034,26
1580-141084-0050,If mister soames saw them the game was up.,-69.65514898300171,15
1995-1826-0000,In the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,-74.73692178726196,30
1995-1826-0001,The south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans.,-152.34011697769165,37
1995-1826-0002,John taylor who had supported her through college was interested in cotton.,-73.46512031555176,17
1995-1826-0003,Better go he had counselled sententiously.,-76.43237113952637,12
1995-1826-0004,Might learn something useful down there.,-11.101784706115723,9
1995-1826-0005,But john there's no society just elementary work.,-68.24029970169067,15
1995-1826-0006,Been looking up tooms county.,-47.39684009552002,9
1995-1826-0007,Find some cresswells there big plantations rated at two hundred and fifty thousand dollars.,-91.19614315032959,20
1995-1826-0008,Some others too big cotton county.,-53.77022123336792,9
1995-1826-0009,You ought to know john if i teach negroes i'll scarcely see much of people in my own class.,-124.43708801269531,28
1995-1826-0010,At any rate i say go.,-25.342673778533936,9
1995-1826-0011,Here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable.,-106.2668890953064,27
1995-1826-0012,She wanted a glance of the new books and periodicals and talk of great philanthropies and reforms.,-130.48134756088257,25
1995-1826-0013,So for the hundredth time she was thinking today as she walked alone up the lane back of the barn and then slowly down through the bottoms.,-97.46317529678345,32
1995-1826-0014,Cotton she paused.,-39.45365047454834,6
1995-1826-0015,She had almost forgotten that it was here within touch and sight.,-22.483491897583008,15
1995-1826-0016,The glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward.,-104.20770406723022,22
1995-1826-0017,There might be a bit of poetry here and there but most of this place was such desperate prose.,-43.978514194488525,22
1995-1826-0018,Her regard shifted to the green stalks and leaves again and she started to move away.,-46.89996337890625,20
1995-1826-0019,Cotton is a wonderful thing is it not boys she said rather primly.,-79.87660694122314,18
1995-1826-0020,Miss taylor did not know much about cotton but at least one more remark seemed called for.,-76.54165840148926,22
1995-1826-0021,Don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go.,-196.13171577453613,40
1995-1826-0022,I suppose though it's too early for them then came the explosion.,-34.92458963394165,17
1995-1826-0023,Goobers don't grow on the tops of vines but underground on the roots like yams is that so.,-112.33815956115723,26
1995-1826-0024,The golden fleece it's the silver fleece he harkened.,-102.37079381942749,18
1995-1826-0025,Some time you'll tell me please won't you.,-32.614840507507324,15
1995-1826-0026,Now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton.,-125.92252922058105,40
1995-1836-0000,The hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale.,-213.9381833076477,37
1995-1836-0001,At last the cotton combine was to all appearances an assured fact and he was slated for the senate.,-75.73236513137817,22
1995-1836-0002,Why should he not be as other men.,-26.601314544677734,11
1995-1836-0003,She was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others.,-63.20152807235718,24
1995-1836-0004,As she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day.,-705.9292554855347,128
1995-1836-0005,Missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith.,-179.6402187347412,40
1995-1836-0006,She was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education.,-183.66429328918457,29
1995-1836-0007,But you believe in some education asked mary taylor.,-86.98013496398926,15
1995-1836-0008,I believe in the training of people to their highest capacity the englishman here heartily seconded him.,-121.05639791488647,25
1995-1836-0009,But cresswell added significantly capacity differs enormously between races.,-115.14544439315796,15
1995-1836-0010,The vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them.,-425.23502492904663,83
1995-1836-0011,Positively heroic added cresswell avoiding his sister's eyes.,-109.60484457015991,17
1995-1836-0012,But we're not er exactly welcomed.,-45.18373107910156,11
1995-1836-0013,Mary taylor however related the tale of zora to missus grey's private ear later.,-137.5465850830078,23
1995-1836-0014,Fortunately said mister vanderpool northerners and southerners are arriving at a better mutual understanding on most of these matters.,-121.19432353973389,27
1995-1837-0000,He knew the silver fleece his and zora's must be ruined.,-85.80180406570435,18
1995-1837-0001,It was the first great sorrow of his life it was not so much the loss of the cotton itself but the fantasy the hopes the dreams built around it.,-81.53762817382812,33
1995-1837-0002,Ah the swamp the cruel swamp.,-29.582632064819336,9
1995-1837-0003,The revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder.,-93.27454566955566,29
1995-1837-0004,He panted to know if she too knew or knew and cared not or cared and knew not.,-69.2096815109253,22
1995-1837-0005,She was so strange and human a creature.,-26.783392906188965,11
1995-1837-0006,The world was water veiled in mists.,-49.07464075088501,12
1995-1837-0007,Then of a sudden at midday the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed.,-124.19471073150635,31
1995-1837-0008,Where was the use of imagining.,-28.610639572143555,9
1995-1837-0009,The lagoon had been level with the dykes a week ago and now.,-54.1991925239563,18
1995-1837-0010,Perhaps she too might be there waiting weeping.,-39.501832008361816,11
1995-1837-0011,He started at the thought he hurried forth sadly.,-51.63912391662598,12
1995-1837-0012,He splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge.,-102.36785888671875,28
1995-1837-0013,Then he looked down the lagoon was dry.,-35.12479829788208,11
1995-1837-0014,He stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy.,-196.20636701583862,42
1995-1837-0015,The squares of cotton sharp edged heavy were just about to burst to bolls.,-97.6142144203186,19
1995-1837-0016,For one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree.,-115.83990526199341,24
1995-1837-0017,He gazed about perplexed astonished.,-71.35024547576904,10
1995-1837-0018,Here lay the reading of the riddle with infinite work and pain some one had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly.,-166.83607864379883,46
1995-1837-0019,He sat down weak bewildered and one thought was uppermost zora.,-114.5427885055542,17
1995-1837-0020,The years of the days of her dying were ten.,-34.68423891067505,13
1995-1837-0021,The hope and dream of harvest was upon the land.,-28.359301567077637,13
1995-1837-0022,Up in the sick room zora lay on the little white bed.,-57.049580097198486,16
1995-1837-0023,The net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned.,-206.0530490875244,54
1995-1837-0024,For a while she lay in her chair in happy dreamy pleasure at sun and bird and tree.,-59.429526805877686,22
1995-1837-0025,She rose with a fleeting glance gathered the shawl round her then gliding forward wavering tremulous slipped across the road and into the swamp.,-186.33968830108643,33
1995-1837-0026,She had been born within its borders within its borders she had lived and grown and within its borders she had met her love.,-37.24454164505005,27
1995-1837-0027,On she hurried until sweeping down to the lagoon and the island lo the cotton lay before her.,-98.57050323486328,21
1995-1837-0028,The chair was empty but he knew.,-20.2288761138916,10
1995-1837-0029,He darted through the trees and paused a tall man strongly but slimly made.,-67.43643236160278,18
2094-142345-0000,It is a very fine old place of red brick softened by a pale powdery lichen which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the door place.,-213.62900114059448,58
2094-142345-0001,But the windows are patched with wooden panes and the door i think is like the gate it is never opened.,-90.41666746139526,26
2094-142345-0002,For it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind a liveried lackey who had just seen his master and mistress off the grounds in a carriage and pair.,-181.36655282974243,48
2094-142345-0003,A large open fireplace with rusty dogs in it and a bare boarded floor at the far end fleeces of wool stacked up in the middle of the floor some empty corn bags.,-138.45166158676147,37
2094-142345-0004,And what through the left hand window.,-30.154560089111328,10
2094-142345-0005,Several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of coloured rags.,-110.01751899719238,25
2094-142345-0006,At the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose.,-153.74527740478516,44
2094-142345-0007,The history of the house is plain now.,-25.604220867156982,11
2094-142345-0008,But there is always a stronger sense of life when the sun is brilliant after rain and now he is pouring down his beams and making sparkles among the wet straw and lighting up every patch of vivid green moss on the red tiles of the cow shed and turning even the muddy water that is hurrying along the channel to the drain into a mirror for the yellow billed ducks who are seizing the opportunity of getting a drink with as much body in it as possible.,-267.4055452346802,94
2094-142345-0009,For the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the whittaw otherwise saddler who entertains them with the latest treddleston gossip.,-294.5755310058594,52
2094-142345-0010,Hetty sorrel often took the opportunity when her aunt's back was turned of looking at the pleasing reflection of herself in those polished surfaces for the oak table was usually turned up like a screen and was more for ornament than for use and she could see herself sometimes in the great round pewter dishes that were ranged on the shelves above the long deal dinner table or in the hobs of the grate which always shone like jasper.,-394.72073316574097,95
2094-142345-0011,Do not suppose however that missus poyser was elderly or shrewish in her appearance she was a good looking woman not more than eight and thirty of fair complexion and sandy hair well shapen light footed.,-237.52417850494385,48
2094-142345-0012,The family likeness between her and her niece dinah morris with the contrast between her keenness and dinah's seraphic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary.,-242.7483901977539,52
2094-142345-0013,Her tongue was not less keen than her eye and whenever a damsel came within earshot seemed to take up an unfinished lecture as a barrel organ takes up a tune precisely at the point where it had left off.,-138.46464586257935,45
2094-142345-0014,The fact that it was churning day was another reason why it was inconvenient to have the whittaws and why consequently missus poyser should scold molly the housemaid with unusual severity.,-292.36903858184814,49
2094-142345-0015,To all appearance molly had got through her after dinner work in an exemplary manner had cleaned herself with great dispatch and now came to ask submissively if she should sit down to her spinning till milking time.,-257.23620414733887,49
2094-142345-0016,Spinning indeed.,-32.93380355834961,6
2094-142345-0017,I never knew your equals for gallowsness.,-64.30008888244629,12
2094-142345-0018,Who taught you to scrub a floor i should like to know.,-39.779361724853516,15
2094-142345-0019,Comb the wool for the whittaws indeed.,-93.43970727920532,14
2094-142345-0020,That's what you'd like to be doing is it.,-24.56590461730957,16
2094-142345-0021,That's the way with you that's the road you'd all like to go headlongs to ruin.,-68.67456817626953,27
2094-142345-0022,Mister ottley's indeed.,-43.68207502365112,10
2094-142345-0023,You're a rare un for sitting down to your work a little while after it's time to put by.,-66.01847314834595,26
2094-142345-0024,Munny my iron's twite told pease put it down to warm.,-133.6921067237854,20
2094-142345-0025,Cold is it my darling bless your sweet face.,-58.65501403808594,13
2094-142345-0026,She's going to put the ironing things away.,-28.552940368652344,14
2094-142345-0027,Munny i tould ike to do into de barn to tommy to see de whittawd.,-157.0519461631775,26
2094-142345-0028,No no no totty ud get her feet wet said missus poyser carrying away her iron.,-148.47213745117188,24
2094-142345-0029,Did ever anybody see the like screamed missus poyser running towards the table when her eye had fallen on the blue stream.,-157.3101625442505,28
2094-142345-0030,Totty however had descended from her chair with great swiftness and was already in retreat towards the dairy with a sort of waddling run and an amount of fat on the nape of her neck which made her look like the metamorphosis of a white suckling pig.,-197.20651721954346,57
2094-142345-0031,And she was very fond of you too aunt rachel.,-63.90224742889404,15
2094-142345-0032,I often heard her talk of you in the same sort of way.,-18.921131134033203,16
2094-142345-0033,When she had that bad illness and i was only eleven years old she used to say you'll have a friend on earth in your aunt rachel if i'm taken from you for she has a kind heart and i'm sure i've found it so.,-122.33074569702148,58
2094-142345-0034,And there's linen in the house as i could well spare you for i've got lots o sheeting and table clothing and towelling as isn't made up.,-129.1781940460205,38
2094-142345-0035,But not more than what's in the bible aunt said dinah.,-75.51139879226685,18
2094-142345-0036,Nay dear aunt you never heard me say that all people are called to forsake their work and their families.,-95.18458271026611,26
2094-142345-0037,We can all be servants of god wherever our lot is cast but he gives us different sorts of work according as he fits us for it and calls us to it.,-101.91835880279541,35
2094-142345-0038,I can no more help spending my life in trying to do what i can for the souls of others than you could help running if you heard little totty crying at the other end of the house the voice would go to your heart you would think the dear child was in trouble or in danger and you couldn't rest without running to help her and comfort her.,-152.61368227005005,75
2094-142345-0039,I've strong assurance that no evil will happen to you and my uncle and the children from anything i've done.,-72.88211822509766,27
2094-142345-0040,I didn't preach without direction.,-43.415329456329346,11
2094-142345-0041,Direction.,-12.905672073364258,4
2094-142345-0042,I hanna common patience with you.,-53.57123279571533,10
2094-142345-0043,By this time the two gentlemen had reached the palings and had got down from their horses it was plain they meant to come in.,-61.419124603271484,30
2094-142345-0044,Said mister irwine with his stately cordiality.,-98.92107963562012,16
2094-142345-0045,Oh sir don't mention it said missus poyser.,-85.77382373809814,16
2094-142345-0046,I delight in your kitchen.,-26.633400917053223,8
2094-142345-0047,Poyser is not at home is he.,-39.85125923156738,12
2094-142345-0048,Said captain donnithorne seating himself where he could see along the short passage to the open dairy door.,-122.02873182296753,25
2094-142345-0049,No sir he isn't he's gone to rosseter to see mister west the factor about the wool.,-129.8478708267212,27
2094-142345-0050,But there's father the barn sir if he'd be of any use.,-51.01478385925293,19
2094-142345-0051,No thank you i'll just look at the whelps and leave a message about them with your shepherd.,-86.21844959259033,27
2094-142345-0052,I must come another day and see your husband i want to have a consultation with him about horses.,-49.01894807815552,22
2094-142345-0053,For if he's anywhere on the farm we can send for him in a minute.,-28.633139610290527,20
2094-142345-0054,Oh sir said missus poyser rather alarmed you wouldn't like it at all.,-111.97658824920654,21
2094-142345-0055,But you know more about that than i do sir.,-33.522324085235596,13
2094-142345-0056,I think i should be doing you a service to turn you out of such a place.,-37.70395469665527,20
2094-142345-0057,I know his farm is in better order than any other within ten miles of us and as for the kitchen he added smiling i don't believe there's one in the kingdom to beat it.,-103.59584522247314,42
2094-142345-0058,By the by i've never seen your dairy i must see your dairy missus poyser.,-100.52170896530151,23
2094-142345-0059,This missus poyser said blushing and believing that the captain was really interested in her milk pans and would adjust his opinion of her to the appearance of her dairy.,-157.22435855865479,38
2094-142345-0060,Oh i've no doubt it's in capital order.,-44.143409729003906,15
2300-131720-0000,The paris plant like that at the crystal palace was a temporary exhibit.,-64.83200263977051,17
2300-131720-0001,The london plant was less temporary but not permanent supplying before it was torn out no fewer than three thousand lamps in hotels churches stores and dwellings in the vicinity of holborn viaduct.,-253.0423789024353,40
2300-131720-0002,There messrs johnson and hammer put into practice many of the ideas now standard in the art and secured much useful data for the work in new york of which the story has just been told.,-187.54907417297363,43
2300-131720-0003,The dynamo electric machine though small was robust for under all the varying speeds of water power and the vicissitudes of the plant to which it belonged it continued in active use until eighteen ninety nine seventeen years.,-200.80874824523926,46
2300-131720-0004,Owing to his insistence on low pressure direct current for use in densely populated districts as the only safe and truly universal profitable way of delivering electrical energy to the consumers edison has been frequently spoken of as an opponent of the alternating current.,-133.80802488327026,49
2300-131720-0005,Why if we erect a station at the falls it is a great economy to get it up to the city.,-72.07269096374512,24
2300-131720-0006,There seems no good reason for believing that it will change.,-19.237415313720703,14
2300-131720-0007,Broad as the prairies and free in thought as the winds that sweep them he is idiosyncratically opposed to loose and wasteful methods to plans of empire that neglect the poor at the gate.,-211.17562103271484,43
2300-131720-0008,Everything he has done has been aimed at the conservation of energy the contraction of space the intensification of culture.,-59.5365309715271,25
2300-131720-0009,For some years it was not found feasible to operate motors on alternating current circuits and that reason was often urged against it seriously.,-60.73114728927612,27
2300-131720-0010,It could not be used for electroplating or deposition nor could it charge storage batteries all of which are easily within the ability of the direct current.,-67.63955020904541,31
2300-131720-0011,But when it came to be a question of lighting a scattered suburb a group of dwellings on the outskirts a remote country residence or a farm house the alternating current in all elements save its danger was and is ideal.,-153.5397481918335,44
2300-131720-0012,Edison was intolerant of sham and shoddy and nothing would satisfy him that could not stand cross examination by microscope test tube and galvanometer.,-201.93047189712524,35
