sentence id,ref sentence,PLL score,nr. of tokens
237-134493-0003,From the graveyard gate one can count a dozen gayly painted farmhouses the gilded weather vanes on the big red barns wink at each other across the green and brown and yellow fields.,-179.0867156982422,38
237-134493-0004,The air and the earth are curiously mated and intermingled as if the one were the breath of the other.,-78.41238403320312,23
237-134493-0005,He was a splendid figure of a boy tall and straight as a young pine tree with a handsome head and stormy gray eyes deeply set under a serious brow.,-125.74815368652344,31
237-134493-0006,That's not much of a job for an athlete here i've been to town and back.,-74.73735046386719,18
237-134493-0007,Alexandra lets you sleep late.,-38.618141174316406,6
237-134493-0008,She gathered up her reins.,-27.067413330078125,5
237-134493-0009,Please wait for me marie emil coaxed.,-80.3408203125,10
237-134493-0010,I never see lou's scythe over here.,-57.533935546875,10
237-134493-0011,How brown you've got since you came home i wish i had an athlete to mow my orchard.,-101.72285461425781,21
237-134493-0012,I get wet to my knees when i go down to pick cherries.,-59.96992492675781,14
237-134493-0013,Indeed he had looked away with the purpose of not seeing it.,-48.970176696777344,12
237-134493-0014,They think you're proud because you've been away to school or something.,-50.20436477661133,14
237-134493-0015,There was something individual about the great farm a most unusual trimness and care for detail.,-94.99348449707031,17
237-134493-0016,On either side of the road for a mile before you reached the foot of the hill stood tall osage orange hedges their glossy green marking off the yellow fields.,-143.70164489746094,32
237-134493-0017,Any one thereabouts would have told you that this was one of the richest farms on the divide and that the farmer was a woman alexandra bergson.,-122.50137329101562,32
237-134493-0018,There is even a white row of beehives in the orchard under the walnut trees.,-66.89125061035156,19
237-134500-0000,Frank read english slowly and the more he read about this divorce case the angrier he grew.,-79.43965148925781,18
237-134500-0001,Marie sighed.,-13.121627807617188,2
237-134500-0002,A brisk wind had come up and was driving puffy white clouds across the sky.,-58.7943115234375,16
237-134500-0003,The orchard was sparkling and rippling in the sun.,-47.358802795410156,12
237-134500-0004,That invitation decided her.,-33.14002990722656,4
237-134500-0005,Oh but i'm glad to get this place mowed.,-61.929466247558594,11
237-134500-0006,Just smell the wild roses they are always so spicy after a rain.,-65.22591400146484,13
237-134500-0007,We never had so many of them in here before.,-33.373992919921875,10
237-134500-0008,I suppose it's the wet season will you have to cut them too.,-64.7997055053711,14
237-134500-0009,I suppose that's the wet season too then.,-45.898963928222656,9
237-134500-0010,It's exciting to see everything growing so fast and to get the grass cut.,-55.8071403503418,15
237-134500-0011,Aren't you splashed look at the spider webs all over the grass.,-63.0242919921875,14
237-134500-0012,In a few moments he heard the cherries dropping smartly into the pail and he began to swing his scythe with that long even stroke that few american boys ever learn.,-151.14480590820312,37
237-134500-0013,Marie picked cherries and sang softly to herself stripping one glittering branch after another shivering when she caught a shower of raindrops on her neck and hair.,-140.68507385253906,31
237-134500-0014,And emil mowed his way slowly down toward the cherry trees.,-71.35693359375,13
237-134500-0015,That summer the rains had been so many and opportune that it was almost more than shabata and his man could do to keep up with the corn the orchard was a neglected wilderness.,-186.4095458984375,39
237-134500-0016,I don't know all of them but i know lindens are.,-57.61874008178711,14
237-134500-0017,If i feel that way i feel that way.,-35.01826095581055,9
237-134500-0018,He reached up among the branches and began to pick the sweet insipid fruit long ivory colored berries tipped with faint pink like white coral that fall to the ground unheeded all summer through.,-177.66958618164062,38
237-134500-0019,He dropped a handful into her lap.,-26.832826614379883,7
237-134500-0020,Yes don't you.,-18.435287475585938,4
237-134500-0021,Oh ever so much only he seems kind of staid and school teachery.,-83.56973266601562,15
237-134500-0022,When she used to tell me about him i always wondered whether she wasn't a little in love with him.,-67.31201171875,21
237-134500-0023,It would serve you all right if she walked off with carl.,-67.41095733642578,13
237-134500-0024,I like to talk to carl about new york and what a fellow can do there.,-82.4721450805664,18
237-134500-0025,Oh emil.,-26.403297424316406,3
237-134500-0026,Surely you are not thinking of going off there.,-34.04387664794922,10
237-134500-0027,Marie's face fell under his brooding gaze.,-34.450687408447266,9
237-134500-0028,I'm sure alexandra hopes you will stay on here she murmured.,-76.1329116821289,15
237-134500-0029,I don't want to stand around and look on.,-30.50963592529297,10
237-134500-0030,I want to be doing something on my own account.,-32.04167556762695,10
237-134500-0031,Sometimes i don't want to do anything at all and sometimes i want to pull the four corners of the divide together he threw out his arm and brought it back with a jerk so like a table cloth.,-151.67514038085938,40
237-134500-0032,I get tired of seeing men and horses going up and down up and down.,-52.41712951660156,15
237-134500-0033,I wish you weren't so restless and didn't get so worked up over things she said sadly.,-70.08108520507812,19
237-134500-0034,Thank you he returned shortly.,-31.198532104492188,5
237-134500-0035,And you never used to be cross to me.,-36.179222106933594,9
237-134500-0036,I can't play with you like a little boy any more he said slowly that's what you miss marie.,-96.31188201904297,22
237-134500-0037,But emil if i understand then all our good times are over we can never do nice things together any more.,-108.84037017822266,22
237-134500-0038,And anyhow there's nothing to understand.,-34.63496017456055,8
237-134500-0039,That won't last it will go away and things will be just as they used to.,-62.18047332763672,17
237-134500-0040,I pray for you but that's not the same as if you prayed yourself.,-56.68708038330078,15
237-134500-0041,I can't pray to have the things i want he said slowly and i won't pray not to have them not if i'm damned for it.,-127.79254913330078,29
237-134500-0042,Then all our good times are over.,-27.060569763183594,7
260-123286-0000,Saturday august fifteenth the sea unbroken all round no land in sight.,-80.53765106201172,15
260-123286-0001,The horizon seems extremely distant.,-27.54034423828125,5
260-123286-0002,All my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway.,-137.79197692871094,30
260-123286-0003,You seem anxious my uncle i said seeing him continually with his glass to his eye anxious.,-112.59933471679688,17
260-123286-0004,One might be with less reason than now.,-41.62744140625,8
260-123286-0005,I am not complaining that the rate is slow but that the sea is so wide.,-62.78412628173828,16
260-123286-0006,We are losing time and the fact is i have not come all this way to take a little sail upon a pond on a raft.,-114.18719482421875,26
260-123286-0007,He called this sea a pond and our long voyage taking a little sail.,-79.7540054321289,14
260-123286-0008,Therefore don't talk to me about views and prospects.,-44.423439025878906,10
260-123286-0009,I take this as my answer and i leave the professor to bite his lips with impatience.,-80.18037414550781,18
260-123286-0010,Sunday august sixteenth.,-29.42245101928711,5
260-123286-0011,Nothing new weather unchanged the wind freshens.,-67.09588623046875,8
260-123286-0012,But there seemed no reason to fear.,-22.90601348876953,7
260-123286-0013,The shadow of the raft was clearly outlined upon the surface of the waves.,-56.43613815307617,14
260-123286-0014,Truly this sea is of infinite width.,-41.55138397216797,8
260-123286-0015,It must be as wide as the mediterranean or the atlantic and why not.,-73.33045959472656,17
260-123286-0016,These thoughts agitated me all day and my imagination scarcely calmed down after several hours sleep.,-75.20393371582031,16
260-123286-0017,I shudder as i recall these monsters to my remembrance.,-55.56868362426758,10
260-123286-0018,I saw at the hamburg museum the skeleton of one of these creatures thirty feet in length.,-87.01927947998047,18
260-123286-0019,I suppose professor liedenbrock was of my opinion too and even shared my fears for after having examined the pick his eyes traversed the ocean from side to side.,-183.96548461914062,33
260-123286-0020,Tuesday august eighteenth.,-31.562911987304688,4
260-123286-0021,During his watch i slept.,-37.987483978271484,5
260-123286-0022,Two hours afterwards a terrible shock awoke me.,-37.449527740478516,8
260-123286-0023,The raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms.,-82.45211791992188,23
260-123286-0024,There's a whale a whale cried the professor.,-57.68175506591797,9
260-123286-0025,Flight was out of the question now the reptiles rose they wheeled around our little raft with a rapidity greater than that of express trains.,-129.60470581054688,27
260-123286-0026,Two monsters only were creating all this commotion and before my eyes are two reptiles of the primitive world.,-104.344970703125,20
260-123286-0027,I can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man's head.,-101.646484375,25
260-123286-0028,Its jaw is enormous and according to naturalists it is armed with no less than one hundred and eighty two teeth.,-78.07001495361328,22
260-123286-0029,Those huge creatures attacked each other with the greatest animosity.,-53.43069839477539,10
260-123286-0030,Suddenly the ichthyosaurus and the plesiosaurus disappear below leaving a whirlpool eddying in the water.,-96.37415313720703,25
260-123286-0031,As for the ichthyosaurus has he returned to his submarine cavern.,-74.14884948730469,14
260-123288-0000,The roarings become lost in the distance.,-43.278892517089844,8
260-123288-0001,The weather if we may use that term will change before long.,-54.45486831665039,12
260-123288-0002,The atmosphere is charged with vapours pervaded with the electricity generated by the evaporation of saline waters.,-85.03701782226562,21
260-123288-0003,The electric light can scarcely penetrate through the dense curtain which has dropped over the theatre on which the battle of the elements is about to be waged.,-116.47566223144531,28
260-123288-0004,The air is heavy the sea is calm.,-32.879554748535156,8
260-123288-0005,From time to time a fleecy tuft of mist with yet some gleaming light left upon it drops down upon the dense floor of grey and loses itself in the opaque and impenetrable mass.,-169.5227813720703,41
260-123288-0006,The atmosphere is evidently charged and surcharged with electricity.,-49.639320373535156,10
260-123288-0007,The wind never lulls but to acquire increased strength the vast bank of heavy clouds is a huge reservoir of fearful windy gusts and rushing storms.,-152.210205078125,29
260-123288-0008,There's a heavy storm coming on i cried pointing towards the horizon.,-72.00274658203125,13
260-123288-0009,Those clouds seem as if they were going to crush the sea.,-47.56298828125,12
260-123288-0010,On the mast already i see the light play of a lambent saint elmo's fire the outstretched sail catches not a breath of wind and hangs like a sheet of lead.,-184.88702392578125,35
260-123288-0011,But if we have now ceased to advance why do we yet leave that sail loose which at the first shock of the tempest may capsize us in a moment.,-142.92359924316406,32
260-123288-0012,That will be safest no no never.,-49.24299621582031,7
260-123288-0013,The piled up vapours condense into water and the air put into violent action to supply the vacuum left by the condensation of the mists rouses itself into a whirlwind.,-159.11746215820312,35
260-123288-0014,Hans stirs not.,-31.917247772216797,5
260-123288-0015,From the under surface of the clouds there are continual emissions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slaked with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam.,-265.0180969238281,57
260-123288-0016,I refer to the thermometer it indicates the figure is obliterated.,-66.80618286132812,13
260-123288-0017,Is the atmospheric condition having once reached this density to become final.,-76.61821746826172,12
260-123288-0018,The raft bears on still to the south east.,-55.90534591674805,9
260-123288-0019,At noon the violence of the storm redoubles.,-52.56696701049805,10
260-123288-0020,Each of us is lashed to some part of the raft.,-41.4959716796875,11
260-123288-0021,The waves rise above our heads.,-28.031967163085938,6
260-123288-0022,They seem to be we are lost but i am not sure.,-52.24313735961914,12
260-123288-0023,He nods his consent.,-20.295562744140625,4
260-123288-0024,The fireball half of it white half azure blue and the size of a ten inch shell moved slowly about the raft but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind.,-200.3043670654297,42
260-123288-0025,Here it comes there it glides now it is up the ragged stump of the mast thence it lightly leaps on the provision bag descends with a light bound and just skims the powder magazine horrible.,-224.4235076904297,40
260-123288-0026,We shall be blown up but no the dazzling disk of mysterious light nimbly leaps aside it approaches hans who fixes his blue eye upon it steadily it threatens the head of my uncle who falls upon his knees with his head down to avoid it.,-245.66497802734375,49
260-123288-0027,A suffocating smell of nitrogen fills the air it enters the throat it fills the lungs.,-78.98434448242188,17
260-123288-0028,We suffer stifling pains.,-33.73482894897461,5
260-123440-0000,And how odd the directions will look.,-38.80950164794922,7
260-123440-0001,Poor alice.,-20.00659942626953,3
260-123440-0002,It was the white rabbit returning splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other he came trotting along in a great hurry muttering to himself as he came oh the duchess the duchess.,-185.8035888671875,52
260-123440-0003,Oh won't she be savage if i've kept her waiting.,-62.31375503540039,12
260-123440-0004,Alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to day.,-160.779296875,34
260-123440-0005,And yesterday things went on just as usual.,-36.960453033447266,8
260-123440-0006,I wonder if i've been changed in the night.,-41.08176040649414,10
260-123440-0007,I almost think i can remember feeling a little different.,-48.648643493652344,10
260-123440-0008,I'll try if i know all the things i used to know.,-51.936424255371094,13
260-123440-0009,I shall never get to twenty at that rate.,-43.39274978637695,9
260-123440-0010,How cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws.,-123.65938568115234,21
260-123440-0011,No i've made up my mind about it if i'm mabel i'll stay down here.,-86.22097778320312,19
260-123440-0012,It'll be no use their putting their heads down and saying come up again dear.,-79.03621673583984,16
260-123440-0013,I am so very tired of being all alone here.,-35.18039321899414,10
260-123440-0014,And i declare it's too bad that it is.,-48.469482421875,10
260-123440-0015,I wish i hadn't cried so much said alice as she swam about trying to find her way out.,-88.39059448242188,22
260-123440-0016,I shall be punished for it now i suppose by being drowned in my own tears.,-65.96945190429688,16
260-123440-0017,That will be a queer thing to be sure.,-34.677303314208984,9
260-123440-0018,I am very tired of swimming about here o mouse.,-58.3055534362793,10
260-123440-0019,Cried alice again for this time the mouse was bristling all over and she felt certain it must be really offended.,-121.70606231689453,24
260-123440-0020,We won't talk about her any more if you'd rather not we indeed.,-61.698760986328125,15
2830-3979-0000,We want you to help us publish some leading work of luther's for the general american market will you do it.,-114.85257720947266,24
2830-3979-0001,The condition is that i will be permitted to make luther talk american streamline him so to speak because you will never get people whether in or outside the lutheran church actually to read luther unless we make him talk as he would talk today to americans.,-240.02145385742188,54
2830-3979-0002,Let us begin with that his commentary on galatians.,-53.79612731933594,11
2830-3979-0003,The undertaking which seemed so attractive when viewed as a literary task proved a most difficult one and at times became oppressive.,-104.14884185791016,22
2830-3979-0004,It was written in latin.,-22.519481658935547,6
2830-3979-0005,The work had to be condensed.,-28.896400451660156,6
2830-3979-0006,A word should now be said about the origin of luther's commentary on galatians.,-74.42150115966797,18
2830-3979-0007,Much later when a friend of his was preparing an edition of all his latin works he remarked to his home circle if i had my way about it they would republish only those of my books which have doctrine my galatians for instance.,-221.023681640625,49
2830-3979-0008,In other words these three men took down the lectures which luther addressed to his students in the course of galatians and roerer prepared the manuscript for the printer.,-170.54490661621094,33
2830-3979-0009,It presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone.,-128.80654907226562,31
2830-3979-0010,But the essence of luther's lectures is there.,-51.55445861816406,10
2830-3979-0011,The lord who has given us power to teach and to hear let him also give us the power to serve and to do luke two.,-112.09236145019531,27
2830-3979-0012,The word of our god shall stand forever.,-35.33828353881836,8
2830-3980-0000,In every way they sought to undermine the authority of saint paul.,-63.04924392700195,13
2830-3980-0001,They said to the galatians you have no right to think highly of paul.,-75.7843017578125,17
2830-3980-0002,He was the last to turn to christ.,-38.461219787597656,8
2830-3980-0003,Paul came later and is beneath us.,-42.66309356689453,7
2830-3980-0004,Indeed he persecuted the church of christ for a long time.,-51.0123291015625,11
2830-3980-0005,Do you suppose that god for the sake of a few lutheran heretics would disown his entire church.,-91.86373138427734,22
2830-3980-0006,Against these boasting false apostles paul boldly defends his apostolic authority and ministry.,-89.13056945800781,15
2830-3980-0007,As the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men.,-145.70721435546875,34
2830-3980-0008,Paul takes pride in his ministry not to his own praise but to the praise of god.,-63.58403778076172,17
2830-3980-0009,Paul an apostle not of men et cetera.,-47.832061767578125,10
2830-3980-0010,Either he calls ministers through the agency of men or he calls them directly as he called the prophets and apostles.,-95.66334533691406,21
2830-3980-0011,Paul declares that the false apostles were called or sent neither by men nor by man.,-71.47325897216797,16
2830-3980-0012,The most they could claim is that they were sent by others.,-46.395851135253906,12
2830-3980-0013,He mentions the apostles first because they were appointed directly by god.,-57.907745361328125,12
2830-3980-0014,The call is not to be taken lightly.,-25.339202880859375,8
2830-3980-0015,For a person to possess knowledge is not enough.,-32.8516845703125,9
2830-3980-0016,It spoils one's best work.,-34.97917175292969,7
2830-3980-0017,When i was a young man i thought paul was making too much of his call.,-81.50852966308594,17
2830-3980-0018,I did not then realize the importance of the ministry.,-36.98345184326172,10
2830-3980-0019,I knew nothing of the doctrine of faith because we were taught sophistry instead of certainty and nobody understood spiritual boasting.,-112.29115295410156,22
2830-3980-0020,This is no sinful pride it is holy pride.,-48.70875549316406,9
2830-3980-0021,And god the father who raised him from the dead.,-45.31787109375,10
2830-3980-0022,The clause seems superfluous on first sight.,-36.14236068725586,8
2830-3980-0023,These perverters of the righteousness of christ resist the father and the son and the works of them both.,-90.95175170898438,21
2830-3980-0024,In this whole epistle paul treats of the resurrection of christ.,-70.65827178955078,13
2830-3980-0025,By his resurrection christ won the victory over law sin flesh world devil death hell and every evil.,-118.12321472167969,18
2830-3980-0026,Verse two.,-15.71463394165039,3
2830-3980-0027,And all the brethren which are with me.,-32.76219940185547,8
2830-3980-0028,This should go far in shutting the mouths of the false apostles.,-53.212806701660156,12
2830-3980-0029,Although the brethren with me are not apostles like myself yet they are all of one mind with me think write and teach as i do.,-119.16094970703125,26
2830-3980-0030,They do not go where the enemies of the gospel predominate they go where the christians are.,-70.39720916748047,20
2830-3980-0031,Why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god.,-130.81048583984375,29
2830-3980-0032,We look for that reward which eye hath not seen nor ear heard neither hath entered into the heart of man.,-63.6963005065918,21
2830-3980-0033,Not all the galatians had become perverted.,-50.289306640625,10
2830-3980-0034,These means cannot be contaminated.,-31.799285888671875,5
2830-3980-0035,They remain divine regardless of men's opinion.,-44.57354736328125,8
2830-3980-0036,Wherever the means of grace are found there is the holy church even though antichrist reigns there.,-86.06355285644531,21
2830-3980-0037,So much for the title of the epistle now follows the greeting of the apostle verse three.,-80.89241027832031,18
2830-3980-0038,Grace be to you and peace from god the father and from our lord jesus christ.,-63.187156677246094,19
2830-3980-0039,The terms of grace and peace are common terms with paul and are now pretty well understood.,-86.3765869140625,18
2830-3980-0040,The greeting of the apostle is refreshing.,-39.09505081176758,7
2830-3980-0041,Grace involves the remission of sins peace and a happy conscience.,-63.38468933105469,12
2830-3980-0042,The world brands this a pernicious doctrine.,-50.14973449707031,9
2830-3980-0043,Experience proves this.,-19.777603149414062,3
2830-3980-0044,However the grace and peace of god will.,-45.846256256103516,8
2830-3980-0045,Men should not speculate about the nature of god.,-35.92964553833008,9
2830-3980-0046,Was it not enough to say from god the father.,-52.1088981628418,10
2830-3980-0047,To do so is to lose god altogether because god becomes intolerable when we seek to measure and to comprehend his infinite majesty.,-106.38681030273438,23
2830-3980-0048,He came down to earth lived among men suffered was crucified and then he died standing clearly before us so that our hearts and eyes may fasten upon him.,-140.2030029296875,31
2830-3980-0049,Embrace him and forget about the nature of god.,-43.76395797729492,10
2830-3980-0050,Did not christ himself say i am the way and the truth and the life no man cometh unto the father but by me.,-78.67391967773438,25
2830-3980-0051,When you argue about the nature of god apart from the question of justification you may be as profound as you like.,-79.33597564697266,22
2830-3980-0052,We are to hear christ who has been appointed by the father as our divine teacher.,-80.17929077148438,16
2830-3980-0053,At the same time paul confirms our creed that christ is very god.,-75.8663101196289,14
2830-3980-0054,That christ is very god is apparent in that paul ascribes to him divine powers equally with the father as for instance the power to dispense grace and peace.,-149.16624450683594,32
2830-3980-0055,To bestow peace and grace lies in the province of god who alone can create these blessings the angels cannot.,-104.77947235107422,21
2830-3980-0056,Otherwise paul should have written grace from god the father and peace from our lord jesus christ.,-94.96428680419922,20
2830-3980-0057,The arians took christ for a noble and perfect creature superior even to the angels because by him god created heaven and earth.,-117.7269515991211,24
2830-3980-0058,Mohammed also speaks highly of christ.,-45.39479064941406,7
2830-3980-0059,Paul sticks to his theme.,-26.17259979248047,5
2830-3980-0060,He never loses sight of the purpose of his epistle.,-39.59444046020508,11
2830-3980-0061,Not gold or silver or paschal lambs or an angel but himself what for.,-92.5956802368164,16
2830-3980-0062,Not for a crown or a kingdom or our goodness but for our sins.,-69.21578979492188,14
2830-3980-0063,Underscore these words for they are full of comfort for sore consciences.,-72.89976501464844,16
2830-3980-0064,How may we obtain remission of our sins.,-32.75079345703125,8
2830-3980-0065,Paul answers the man who is named jesus christ and the son of god gave himself for our sins.,-92.01102447509766,21
2830-3980-0066,Since christ was given for our sins it stands to reason that they cannot be put away by our own efforts.,-85.53755950927734,21
2830-3980-0067,This sentence also defines our sins as great so great in fact that the whole world could not make amends for a single sin.,-97.81812286376953,25
2830-3980-0068,The greatness of the ransom christ the son of god indicates this.,-77.57865905761719,12
2830-3980-0069,The vicious character of sin is brought out by the words who gave himself for our sins.,-72.92970275878906,17
2830-3980-0070,But we are careless we make light of sin.,-45.34636688232422,9
2830-3980-0071,We think that by some little work or merit we can dismiss sin.,-72.17105865478516,13
2830-3980-0072,This passage then bears out the fact that all men are sold under sin.,-61.87520980834961,14
2830-3980-0073,This attitude springs from a false conception of sin the conception that sin is a small matter easily taken care of by good works that we must present ourselves unto god with a good conscience that we must feel no sin before we may feel that christ was given for our sins.,-215.07351684570312,52
2830-3980-0074,This attitude is universal and particularly developed in those who consider themselves better than others.,-58.8306770324707,15
2830-3980-0075,But the real significance and comfort of the words for our sins is lost upon them.,-71.25254821777344,16
2830-3980-0076,On the other hand we are not to regard them as so terrible that we must despair.,-56.02864074707031,17
2961-960-0000,He passes abruptly from persons to ideas and numbers and from ideas and numbers to persons from the heavens to man from astronomy to physiology he confuses or rather does not distinguish subject and object first and final causes and is dreaming of geometrical figures lost in a flux of sense.,-243.81265258789062,54
2961-960-0001,The influence with the timaeus has exercised upon posterity is due partly to a misunderstanding.,-94.57939147949219,17
2961-960-0002,In the supposed depths of this dialogue the neo platonists found hidden meanings and connections with the jewish and christian scriptures and out of them they elicited doctrines quite at variance with the spirit of plato.,-190.1072235107422,42
2961-960-0003,They were absorbed in his theology and were under the dominion of his name while that which was truly great and truly characteristic in him his effort to realize and connect abstractions was not understood by them at all.,-172.97808837890625,40
2961-960-0004,There is no danger of the modern commentators on the timaeus falling into the absurdities of the neo platonists.,-92.24356842041016,23
2961-960-0005,In the present day we are well aware that an ancient philosopher is to be interpreted from himself and by the contemporary history of thought.,-107.03543090820312,25
2961-960-0006,The fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the first centuries of the christian era and is not wholly extinct in our own day.,-156.32635498046875,44
2961-960-0007,But they have nothing to do with the interpretation of plato and in spirit they are opposed to him.,-73.72271728515625,20
2961-960-0008,We do not know how plato would have arranged his own dialogues or whether the thought of arranging any of them besides the two trilogies which he has expressly connected was ever present to his mind.,-157.88357543945312,41
2961-960-0009,The dialogue is primarily concerned with the animal creation including under this term the heavenly bodies and with man only as one among the animals.,-120.0157470703125,25
2961-960-0010,But he has not as yet defined this intermediate territory which lies somewhere between medicine and mathematics and he would have felt that there was as great an impiety in ranking theories of physics first in the order of knowledge as in placing the body before the soul.,-194.96710205078125,49
2961-960-0011,With heracleitus he acknowledges the perpetual flux like anaxagoras he asserts the predominance of mind although admitting an element of necessity which reason is incapable of subduing like the pythagoreans he supposes the mystery of the world to be contained in number.,-241.37701416015625,54
2961-960-0012,Many if not all the elements of the pre socratic philosophy are included in the timaeus.,-82.70375061035156,19
2961-960-0013,It is probable that the relation of the ideas to god or of god to the world was differently conceived by him at different times of his life.,-95.4842758178711,28
2961-960-0014,The ideas also remain but they have become types in nature forms of men animals birds fishes.,-108.9546127319336,17
2961-960-0015,The style and plan of the timaeus differ greatly from that of any other of the platonic dialogues.,-79.03797912597656,21
2961-960-0016,But plato has not the same mastery over his instrument which he exhibits in the phaedrus or symposium.,-92.62421417236328,22
2961-960-0017,Nothing can exceed the beauty or art of the introduction in which he is using words after his accustomed manner.,-91.83570098876953,20
2961-960-0018,But in the rest of the work the power of language seems to fail him and the dramatic form is wholly given up.,-92.8106918334961,23
2961-960-0019,He could write in one style but not in another and the greek language had not as yet been fashioned by any poet or philosopher to describe physical phenomena.,-117.00137329101562,30
2961-960-0020,And hence we find the same sort of clumsiness in the timaeus of plato which characterizes the philosophical poem of lucretius.,-114.87991333007812,28
2961-960-0021,There is a want of flow and often a defect of rhythm the meaning is sometimes obscure and there is a greater use of apposition and more of repetition than occurs in plato's earlier writings.,-157.564208984375,38
2961-960-0022,Plato had not the command of his materials which would have enabled him to produce a perfect work of art.,-75.31358337402344,21
2961-961-0000,Socrates begins the timaeus with a summary of the republic.,-62.25421905517578,12
2961-961-0001,And now he desires to see the ideal state set in motion he would like to know how she behaved in some great struggle.,-103.93160247802734,24
2961-961-0002,And therefore to you i turn timaeus citizen of locris who are at once a philosopher and a statesman and to you critias whom all athenians know to be similarly accomplished and to hermocrates who is also fitted by nature and education to share in our discourse.,-277.3063049316406,55
2961-961-0003,I will if timaeus approves i approve.,-60.78372573852539,8
2961-961-0004,Listen then socrates to a tale of solon's who being the friend of dropidas my great grandfather told it to my grandfather critias and he told me.,-188.28213500976562,32
2961-961-0005,Some poems of solon were recited by the boys.,-52.53649139404297,11
2961-961-0006,And what was the subject of the poem said the person who made the remark.,-60.51689910888672,15
2961-961-0007,The subject was a very noble one he described the most famous action in which the athenian people were ever engaged.,-106.85281372070312,23
2961-961-0008,But the memory of their exploits has passed away owing to the lapse of time and the extinction of the actors.,-77.24854278564453,21
2961-961-0009,Tell us said the other the whole story and where solon heard the story.,-79.05278015136719,15
2961-961-0010,But in egypt the traditions of our own and other lands are by us registered for ever in our temples.,-98.67548370361328,21
2961-961-0011,The genealogies which you have recited to us out of your own annals solon are a mere children's story.,-108.24070739746094,25
2961-961-0012,For in the times before the great flood athens was the greatest and best of cities and did the noblest deeds and had the best constitution of any under the face of heaven.,-136.2993621826172,36
2961-961-0013,Solon marvelled and desired to be informed of the particulars.,-50.88648223876953,13
2961-961-0014,Nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record.,-90.311767578125,21
2961-961-0015,Many laws exist among us which are the counterpart of yours as they were in the olden time.,-73.296875,19
2961-961-0016,I will briefly describe them to you and you shall read the account of them at your leisure in the sacred registers.,-81.36907958984375,22
2961-961-0017,Observe again what care the law took in the pursuit of wisdom searching out the deep things of the world and applying them to the use of man.,-114.36853790283203,29
2961-961-0018,The most famous of them all was the overthrow of the island of atlantis.,-60.86812210083008,16
2961-961-0019,For at the peril of her own existence and when the other hellenes had deserted her she repelled the invader and of her own accord gave liberty to all the nations within the pillars.,-152.1882781982422,37
2961-961-0020,This is the explanation of the shallows which are found in that part of the atlantic ocean.,-68.64997863769531,20
2961-961-0021,But i would not speak at the time because i wanted to refresh my memory.,-54.25543212890625,15
2961-961-0022,Then now let me explain to you the order of our entertainment first timaeus who is a natural philosopher will speak of the origin of the world going down to the creation of man and then i shall receive the men whom he has created and some of whom will have been educated by you and introduce them to you as the lost athenian citizens of whom the egyptian record spoke.,-316.2664794921875,76
3570-5694-0000,But already at a point in economic evolution far antedating the emergence of the lady specialised consumption of goods as an evidence of pecuniary strength had begun to work out in a more or less elaborate system.,-194.19525146484375,43
3570-5694-0001,The utility of consumption as an evidence of wealth is to be classed as a derivative growth.,-80.72142028808594,18
3570-5694-0002,Such consumption as falls to the women is merely incidental to their work it is a means to their continued labour and not a consumption directed to their own comfort and fulness of life.,-145.4071807861328,35
3570-5694-0003,With a further advance in culture this tabu may change into simple custom of a more or less rigorous character but whatever be the theoretical basis of the distinction which is maintained whether it be a tabu or a larger conventionality the features of the conventional scheme of consumption do not change easily.,-253.41064453125,56
3570-5694-0004,In the nature of things luxuries and the comforts of life belong to the leisure class.,-56.54384994506836,18
3570-5694-0005,Under the tabu certain victuals and more particularly certain beverages are strictly reserved for the use of the superior class.,-96.98330688476562,23
3570-5694-0006,Drunkenness and the other pathological consequences of the free use of stimulants therefore tend in their turn to become honorific as being a mark at the second remove of the superior status of those who are able to afford the indulgence.,-185.283935546875,47
3570-5694-0007,It has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into everyday speech as a synonym for noble or gentle.,-131.26368713378906,33
3570-5694-0008,The consumption of luxuries in the true sense is a consumption directed to the comfort of the consumer himself and is therefore a mark of the master.,-103.26559448242188,28
3570-5694-0009,With many qualifications with more qualifications as the patriarchal tradition has gradually weakened the general rule is felt to be right and binding that women should consume only for the benefit of their masters.,-161.10096740722656,34
